,sentence,label,score
701,45 Pfizer 2022 ESG Report Governance Pfizer  — Continued  Political Contributions and Lobbying Activities  We understand the impact public policy has on our  ability to meet patient needs and provide value to our  shareholders.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.9430944323539734
702,"As such, we actively participate in dialogue  around public policy with lawmakers to advocate and  educate, in addition to explaining our perspectives.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.9023314118385316
703,"We  believe the business community has a responsibility to  transparently engage in this space, given our extensive  knowledge, research, and societal impact.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.3635648488998413
704,Pfizer is a member of various industry and trade groups  that represent both the pharmaceutical industry and the  business community at large to bring about consensus  on broad policy.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.8187147378921509
705,"In addition to trade group positions on  healthcare policy issues, we realize these organizations  may engage in a broad range of other issues that extend  beyond the scope of what is of primary importance to  Pfizer's business.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.7174150347709656
706,"If concerns arise about a particular  issue, we convey our concerns, as appropriate.",Social - Human_Rights_And_Community_Relations,0.1628112941980362
707,"We  believe there is value in making sure our positions on  issues important to patients, Pfizer, and our industry  are communicated and understood within those  organizations.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.4420314133167267
708,"In December 2021, Pfizer issued a report  outlining the public policy positions of Pfizer and five  trade associations across six areas of key public policy  and ESG significance for Pfizer.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.9077285528182985
709,The report also compares  Pfizer and the trade associations’ positions and describes  the degree of alignment and areas of misalignment.,Governance - Competitive_Behavior,0.5104947090148926
710,"Pfizer  will update this report periodically, as needed.",Governance - Systemic_Risk_Management,0.1624588519334793
711,"Pfizer's corporate political contributions and lobbying  activities are focused on promoting the interests of the  patients we serve and our company, without regard to the  personal political preferences or affiliations of any of our  employees, officers, or board members.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.2041951119899749
712,"The company’s  corporate political contributions and lobbying activities  are subject to robust internal procedures designed  to align these efforts with our public policy priorities,  applicable law, and patient-centric agenda.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.9508593678474426
713,The company  has an extensive training and reporting program in place  designed to ensure compliance with applicable laws and  regulations as well as Pfizer's internal standards.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.9349930286407472
714,46 Pfizer 2022 ESG Report Governance Accountability  Right Incentives  We aspire to drive positive social and environmental change  in our role as a responsible corporate citizen.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.3758156895637512
715,This commit-  ment fundamentally informs how we fulfill our purpose:  Breakthroughs that change patients’ lives.,Social - Access_And_Affordability,0.2651280164718628
716,Our ESG strategy  is designed by leadership to leverage compensation as a key  motivator to hold ourselves accountable.,Governance - Business_Ethics,0.4616087973117828
717,"For the 2022 perfor-  mance year, the Compensation Committee of the Board lever-  aged the ESG Scorecard, which included three selected social  and environmental key performance indicators (KPIs).",Social - Human_Rights_And_Community_Relations,0.3458939790725708
718,"Those  ESG Scorecard KPIs, listed below, were factors in determining  the funding of our annual short-term incentive plan (Global  Performance Plan [GPP] program) for over 30,000 global col-  leagues and leaders.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.6053656935691833
719,"The three ESG metrics selected by the Compensation Com-  mittee, in relation to the 2022 GPP program, are consistent  with key guiding principles and aligned with our strategy.",Governance - Business_Model_Resilience,0.3157391250133514
720,"Additionally, these KPIs are objectively measurable.",Governance - Competitive_Behavior,0.5249246954917908
721,"We believe  these ESG Scorecard KPIs—(i) percentage of Vice President and  higher roles held by women (globally), (ii) percentage of Vice  President and higher roles held by minorities (U.S.), and (iii)  Greenhouse Gas Emissions—are holistic drivers of our future  success as a company.",Environmental - GHG_Emissions,0.9580063223838806
722,"The goals set for 2022, as part of the  GPP program, were also based on our publicly announced  longer term goals in these areas.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.3030537068843841
723,"We will continue this approach for the 2023 performance year,  as well.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.2455565929412841
724,Incorporating ESG into our executive compensation  program amplifies our commitment to long term value cre-  ation and sustainability.,Governance - Business_Model_Resilience,0.3413902819156647
725,"For additional details on the GPP Program, refer to the Pfizer  2023 Proxy Statement.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.7710484266281128
726,eS Pfizer  — Continued Environment > Social > Governance > Performance > Appendix >  Board of Directors and Board Committees  The Board of Directors is elected annually by the  shareholders.,Governance - Director_Removal,0.7229012846946716
727,The primary responsibility of the Board  is to represent shareholders and to enhance long term  shareholder value.,Governance - Director_Removal,0.5627694129943848
728,The Board elects the chief executive  officer and other members of the senior management team  and acts as an advisor and counselor to senior management  and ultimately monitors its performance.,Governance - Director_Removal,0.7453356981277466
729,The function of the  Board to monitor the performance of senior management  is facilitated by the presence of a majority of independent  non-employee Directors who have substantive knowledge  of the company’s business.,Governance - Director_Removal,0.7928420901298523
730,The Board has determined that  all of our current Directors (other than Dr.,Governance - Director_Removal,0.7826621532440186
731,Albert Bourla) are  independent.,Governance - Director_Removal,0.1527522504329681
732,Pfizer's Board Committees are integral to the overall  functioning of the Board.,Governance - Director_Removal,0.5928600430488586
733,"The Board has six committees:  Audit Committee  Compensation Committee  Executive Committee  Governance & Sustainability Committee  Regulatory and Compliance Committee  Science and Technology Committee  {4 Thecommittee’s charters may be viewed on our corporate  website at: Board Committee Charters  Board Leadership Structure  In December 2022, following a thorough review by the  Governance & Sustainability Committee, the independent  Directors re-evaluated the Board's leadership structure and  considered the company’s current operating environment,  peers’ Board leadership structures, best practices, as well  as investor feedback.",Governance - Director_Removal,0.5833821296691895
734,"The Committee, along with the other  independent Directors, determined that continuing to  combine the roles of Chairman and CEO would be in the best  47 Pfizer 2022 ESG Report interests of the company and its shareholders.",Governance - Director_Removal,0.763575553894043
735,"The company  can more effectively execute its strategies with a Chair  who has deep scientific and industry expertise, along with  extensive company knowledge.",Governance - Business_Model_Resilience,0.4982567727565765
736,"The combined role, coupled  with the strong Lead Independent Director, has enabled the  Board to be responsive to challenges and opportunities as  they continue to arise.",Governance - Business_Model_Resilience,0.2866649329662323
737,"Governance of ESG  Our ESG efforts underscore our commitment to achieving  our purpose—delivering breakthroughs that change  patients’ lives—and supporting the communities in which we  live and work through ethical decision-making and our core  values: courage, excellence, equity, and joy.",Social - Human_Rights_And_Community_Relations,0.9107110500335692
738,"Values-based  decision making promotes accountability and helps ensure  that integrity, quality, safety, and ethics are foundational  to all we do.",Governance - Business_Ethics,0.96450537443161
739,"Pfizer’s robust governance of ESG priorities—  aligned with our enterprise strategy—is critical to help  enable impact, innovation, and reporting.",Governance - Business_Model_Resilience,0.544841468334198
740,"The ESG function within Pfizer and its cross-functional  governing committees (at the senior management and the  executive level) have responsibility for considering and  adopting potential goals and targets, with escalation to the  Governance & Sustainability Committee (G&SC) of the Board,  based on input from experienced subject matter experts and  advisors.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.2515624463558197
741,"Our cross-functional Sustainability Steering Committee,  chaired by our Chief Sustainability Officer, advises on key  issues and guides the integration and implementation  of Pfizer’s non-financial reporting related to ESG.",Governance - Business_Model_Resilience,0.593368411064148
742,"This Committee is overseen by a dedicated Executive  Sustainability Committee, chaired by the Executive  Leadership Team member leading Corporate Affairs, who  reports directly to the Chairman and CEO.",Governance - Director_Removal,0.6352977752685547
743,"Our ESG governance has as its foundation oversight by  the Board of Directors, commitment and accountability  by leadership, and engagement by colleagues across the  company.",Governance - Director_Removal,0.4710023403167724
744,Diverse perspectives from internal and external  stakeholders inform our ESG strategy and priorities.,Social - Human_Rights_And_Community_Relations,0.418494701385498
745,Governance The Board of Directors is fully engaged and supportive of  Pfizer's ESG program.,Governance - Business_Model_Resilience,0.3213435113430023
746,The G&SC of the Board is primarily  responsible for oversight of our ESG strategy and reporting.,Governance - Business_Model_Resilience,0.362133651971817
747,"In addition, the G&SC is responsible for considering risks  relating to the company’s lobbying priorities and activities  and political spending, and the company’s policies and  practices related to its human capital management, which  may include culture, diversity, equity and inclusion, pay  equity, and talent management.",Social - Employee_Engagement_Inclusion_And_Diversity,0.9733326435089112
748,"Throughout the year, the  G&SC receives updates from company leaders regarding our  ESG priorities and progress and changes in the ESG external  environment.",Governance - Business_Model_Resilience,0.6240958571434021
749,Other Board Committees oversee elements of our  ESG program associated with their respective areas of  responsibility.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.3269702792167663
750,"For example:  * The Audit Committee, which has primary responsibility  for overseeing Pfizer's Enterprise Risk Management  (ERM) program, reviews and receives briefings  concerning risks to Pfizer associated with certain  priority issues (for example, information security and  technology, cybersecurity, drug pricing, access, and  reimbursement) and company culture (compliance  related concerns, workplace behavior, and harassment  and retaliation).",Governance - Business_Ethics,0.7588701844215393
751,ERM provides a framework for risk  identification and management which includes risks  associated with ESG factors.,Governance - Systemic_Risk_Management,0.9175562858581544
752,The Audit Committee is  also monitoring potential mandatory sustainability  reporting under consideration by regulators.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.8790713548660278
753,"* The Compensation Committee has responsibility  for the executive compensation program, which  includes approving the compensation of our executive  officers, overseeing executive diversity, pay equity,  inclusion, recruiting, retention, career development  and succession planning (in collaboration with the  Governance & Sustainability Committee).",Social - Employee_Engagement_Inclusion_And_Diversity,0.9708607792854308
754,"Effective  for the 2022 performance year, the Compensation  Committee adopted the ESG Scorecard to tie the  funding of our annual short-term incentive plan for over  30,000 global colleagues and leaders, in part, to select  social and environmental key performance indicators  eS Pfizer  — Continued > Social > Governance > Performance > Appendix >  (KPIs).",Social - Human_Rights_And_Community_Relations,0.3431041538715362
755,"In addition, the overarching ESG factors, including  the three metrics used in the ESG Scorecard for the short-  term annual incentive plan, may also be included in the  individual performance goals of executives throughout the  organization, which will further align their compensation  with ESG factors.",Governance - Business_Model_Resilience,0.2737183570861816
756,See Pfizer’s 2023 Proxy Statement for  further details on the executive compensation program.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.3621456623077392
757,"* The Regulatory and Compliance Committee oversees the  compliance program, ethics and integrity, product quality  and safety, the compliance governance framework, and risk  management, in addition to overseeing healthcare-related  regulatory and compliance risks in connection with the  development, manufacture and marketing of products, and  risk mitigation efforts.",Governance - Business_Ethics,0.4911955893039703
758,We encourage all colleagues to contribute to achieving our ESG  goals by understanding our strategy and to apply an ESG lens  to their day-to-day activities.,Governance - Business_Model_Resilience,0.4535328447818756
759,We integrate ESG by partnering  closely with colleagues in our priority areas to establish ESG  goals and define action plans to achieve those goals.,Governance - Business_Model_Resilience,0.4583017230033874
760,"Board Diversity and Independence  Our Board is composed entirely of independent directors other  than our Chairman and CEO, Albert Bourla, and is diverse, with  diversity reflecting gender, age, race, ethnicity, background,  professional experience, and perspectives.",Social - Employee_Engagement_Inclusion_And_Diversity,0.974402666091919
761,"Each Director provides  a unique perspective, experience, and skill set, which creates an  effective and well-functioning Board.",Governance - Director_Removal,0.5873125791549683
762,"To help ensure effective refreshment and proactively manage  eventual vacancies on the Board, the Governance & Sustainability  Committee and the full Board consider a diverse pool of qualified  director candidates on an ongoing basis.",Governance - Director_Removal,0.7475428581237793
763,"This process resulted in  the election of five new independent directors over the past five  years, bringing our average Board tenure to seven years.",Governance - Director_Removal,0.7928658723831177
764,"48 Pfizer 2022 ESG Report Board Composition  Board Tenure  7 years  Average Tenure  Board Diversity  Key Skills and Experience  ie) Business Leadership and Operations  International Business  Medicine and Science  Healthcare and Pharma  nnn a  Finance and Accounting  Risk Management  Academia  RAR A  Human Capital Management  Goverment and Public Policy 3  Technology 3  Shareholders and other interested parties may communicate with any of our directors, including the Lead Independent Director and the  Audit Committee Chair, as follows:  By email: https://investors.",Governance - Director_Removal,0.721315324306488
765,"pfizer.com/Investors/Corporate-Governance/Contact-Our-Directors/default.aspx  By mail: 66 Hudson Boulevard East  New York, NY 10001-2192  Governance Pfizer  understanding the impact of our operations, driving  continuous improvement, and maintaining a transparent  dialogue with our stakeholders.",Governance - Director_Removal,0.4245101809501648
766,We are committed to improving our ESG  performance because it is crucial to our long term  success as a responsible business and is essential  to achieving our purpose.,Governance - Business_Model_Resilience,0.7929443120956421
767,The key performance  indicators we track are driven by an assessment  of issues of greatest relevance and impact to our  stakeholders and our business.,Governance - Business_Model_Resilience,0.4937939345836639
768,"Performance >  2019 2020 2021 2022 2030  (baseline) Goal  Climate change (Scopes 1 & 2)"".",Environmental - Physical_Impacts_Of_Climate_Change,0.9266507625579834
769,Carbon emissions (in million metric tons CO2e)* 1.28 1.16 1.15 1.14 .69  Renewable electricity (%) 9.5 3.9 7.7 7.8 100%  2019 2020 2021 2022 2025  (baseline) Goal  Supply chain environmental sustainability (Scope 3)?,Social - Supply_Chain_Management,0.5642975568771362
770,Suppliers of purchased goods and services by spend with science-based targets (%)° 19% 29% 64%  Business travel carbon emissions (in thousand metric tons CO2e)*® 359.5 97.9 31.8 80.2 270  Upstream transportation & distribution carbon emissions (in thousand metric tons CO2e)’ 509.0 517.6 777.3 712.3 458  1 Pfizer's organizational boundaries for environmental performance include all owned sites and leased facilities where Pfizer has operational control.,Environmental - GHG_Emissions,0.580353319644928
771,"Data are baseline adjusted, reported absolute, using reporting boundaries per the World  Resources Institute (WRI) Greenhouse Gas (GHG) Protocol.",Environmental - GHG_Emissions,0.9673753380775452
772,The 2019-2021 GHG data is independently verified to the limited assurance level.,Environmental - GHG_Emissions,0.9621606469154358
773,Verification of the 2022 GHG data will be completed in 2023.,Environmental - GHG_Emissions,0.9629075527191162
774,2 Scopes 1 and 2 as defined by the GHG Protocol Corporate Standard  .,Environmental - GHG_Emissions,0.963485062122345
775,Scope 1: Direct GHG emissions.,Environmental - GHG_Emissions,0.9661567807197572
776,"Direct GHG emissions occur from sources that are owned or controlled by the company, for example, emissions from combustion in owned or controlled boilers, furnaces, vehicles, etc.; emissions from  chemical production in owned or controlled process equipment.",Environmental - GHG_Emissions,0.9619483351707458
777,.,Governance - Product_Design_And_Lifecycle_Management,0.0769689232110977
778,Scope 2: Electricity indirect GHG emissions.,Environmental - GHG_Emissions,0.9643344879150392
779,GHG emissions from the generation of purchased electricity consumed by the company.,Environmental - GHG_Emissions,0.9592771530151368
780,Purchased electricity is defined as electricity that is purchased or otherwise brought into the  organizational boundary of the company.,Environmental - Energy_Management,0.966887891292572
781,"3 Data presented represents information available as of 31 Jan 2023, including certain estimates and assumptions.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.2738307416439056
782,Historical estimates may periodically be subject to revision due to data source restatements and updates to methodology.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.4794793426990509
783,Updated 2022 data will be published on Pfizer's Environmental Sustainability page.,Governance - Product_Design_And_Lifecycle_Management,0.2946650087833404
784,"4 Pfizer's 2030 GHG emissions goal is to achieve a 46% reduction from the 2019 baseline, inclusive of the 100% renewable electricity target.",Environmental - GHG_Emissions,0.9665425419807434
785,There may be differences in baseline and subsequent reporting year values due to changes inthe  business that require baseline adjustments conducted in accordance with the GHG Protocol.,Environmental - GHG_Emissions,0.963281512260437
786,Estimates comprise less than 3% of Scope 1 and 2 GHG emissions.,Environmental - GHG_Emissions,0.9615749716758728
787,5 Tracking of the Scope 3 supplier engagement goal was initiated in 2021.,Social - Supply_Chain_Management,0.9287786483764648
788,"We have expanded to include companies publicly committed to setting science-based targets through the Science Based Target Initiative (SBTi), along with companies  with SBTi-approved targets.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.4066333174705505
789,6 Pfizer's 2030 GHG emissions goal is to achieve a 25% reduction in business travel emissions from the 2019 baseline.,Environmental - GHG_Emissions,0.9675987362861632
790,There may be differences in baseline and subsequent reporting year values due to changes in the business that require  baseline adjustments conducted in accordance with the GHG Protocol.,Environmental - GHG_Emissions,0.963430643081665
791,7 Upstream transportation emissions are calculated from Pfizer and third-party datasets.,Environmental - GHG_Emissions,0.7261751294136047
792,We recently revised our methodology to more accurately capture source data and have applied this methodology to our 2022 calculations.,Social - Customer_Privacy,0.1623011976480484
793,Data for  previous years is in review.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.3907201588153839
794,Updated data will be published on Pfizer's Environmental Sustainability page.,Governance - Product_Design_And_Lifecycle_Management,0.2701055109500885
795,50 Pfizer 2022 ESG Report Performance Pfizer  — Continued  2019 2020 2021 2022  Water and waste’?,Environmental - Waste_And_Hazardous_Materials_Management,0.8601800799369812
796,Water withdrawal (in million cubic meters) 34.8 32.4 27.5 28.8  Water discharge (in million cubic meters) 30.8 28.5 23.6 24.8  Water consumption (in million cubic meters) 4.0 3.9 3.9 4.0  Hazardous waste generated (in thousand metric tons) 86.4 83.1 73.8 75.7  Hazardous waste diverted from disposal (in thousand metric tons) 9.3 11.6 10.6 6.4  Hazardous waste disposed (in thousand metric tons) 77.0 71.5 63.2 69.3  Non-hazardous waste generated (in thousand metric tons) 37.7 36.9 39.7 37.6  Non-hazardous waste diverted from disposal (in thousand metric tons) 16.6 17.4 23.9 20.4  Non-hazardous waste disposed (in thousand metric tons) 21.2 19.5 15.8 17.2  1 Pfizer's organizational boundaries for environmental performance include all owned sites and leased facilities where Pfizer has operational control.,Environmental - Waste_And_Hazardous_Materials_Management,0.9840458631515504
797,"Data are baseline adjusted, reported absolute, using reporting boundaries per the World  Resources Institute (WRI) Greenhouse Gas (GHG) Protocol.",Environmental - GHG_Emissions,0.9673753380775452
798,The 2019-2021 GHG data is independently verified to the limited assurance level.,Environmental - GHG_Emissions,0.9621606469154358
799,Verification of the 2022 GHG data will be completed in 2023.,Environmental - GHG_Emissions,0.9629075527191162
800,"2 Data presented represents information available as of 31 Jan 2023, including certain estimates and assumptions.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.2672685086727142
801,Historical estimates may periodically be subject to revision due to data source restatements and updates to methodology.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.4794793426990509
802,Updated 2022 data will be published on Pfizer's Environmental Sustainability page.,Governance - Product_Design_And_Lifecycle_Management,0.2946650087833404
803,51 Pfizer 2022 ESG Report Performance Pfizer  Innovation and Global Health 2020 2021 2022  Product Innovation  Time to market (in years) (first-in-human (FIH) to approval)’ 8.4 8.1 4.8  Success rate (FIH to approval)?,Governance - Product_Design_And_Lifecycle_Management,0.903452694416046
804,21% 21% 18%  Number of drugs in portfolio?,Governance - Competitive_Behavior,0.4226152300834656
805,Product Listing >  Number of drugs in research and development?,Social - Selling_Practices_And_Product_Labeling,0.3619131743907928
806,95 89 110  Products on WHO List of Prequalified Medicinal Products and Vaccines?,Governance - Product_Design_And_Lifecycle_Management,0.3641485571861267
807,"WHO Medicinal Products and Vaccines List >  Key projects driving large-scale digital solutions in R&D, manufacturing and healthcare provider and patient engagement 28 38 38  1 Biosimilars and generics are excluded from all analyses, as are product enhancements (supplemental indications, major new formulations, etc.).",,0.3316714465618133
808,"New molecular entities (NME) are the foundation of Pfizer's, and the industry's, innovative  medicines pipelines.",,0.2540542781352997
809,NMEs originating outside of Pfizer and acquired or licensed by Pfizer after achieving FIH or more advanced development milestones are generally excluded from FIH-approval cycle time calculations where substantial  development effort occurred before Pfizer's operational control.,Governance - Business_Model_Resilience,0.3679312765598297
810,"Cycle times from FIH to approval are calculated between the FIH date for the NME in its first indication pursued, and first major regulatory approval (U.S.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.864447832107544
811,FDA or EU European  Medicines Agency) for the NME.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.8326225280761719
812,The NME approval may or may not be for the same indication by which the NME triggered its first FIH milestone.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.1544370651245117
813,Rolling cohorts are used to provide sufficient sample sizes to calculate cycle times between  major development milestones.,Governance - Business_Model_Resilience,0.1938254237174987
814,2 The FIH to approval NME success rate metric is a composite metric.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.5094980001449585
815,It is a cumulative success rate derived using individual phase success rates from FIH (start of Phase 1) to approval (first regulatory approval) at an NME level.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.8171011805534363
816,"Combinations  of approved NMEs, biosimilars and generics are excluded from all success rate calculations.",Governance - Competitive_Behavior,0.8228697776794434
817,"Cumulative NME success rate is calculated using three-year rolling cohorts for Phase 1 and five-year rolling cohorts for Phase 2, Phase 3 and  registration.",Social - Employee_Engagement_Inclusion_And_Diversity,0.1430898159742355
818,3.,Governance - Competitive_Behavior,0.146579697728157
819,Included on Pfizer's Product Listing:  * Co-Marketing agreements - Products that were co-marketed with other companies are included in the products listing.,Social - Selling_Practices_And_Product_Labeling,0.5271183252334595
820,"However, the third party may be taking or be responsible for a significant portion of the underlying marketing.",Social - Selling_Practices_And_Product_Labeling,0.2624107897281647
821,* U.S.,Governance - Business_Model_Resilience,0.1007309183478355
822,Products Only - The product listing shows products available to U.S.,Governance - Product_Design_And_Lifecycle_Management,0.9033114314079284
823,consumers only.,Governance - Product_Design_And_Lifecycle_Management,0.3964250981807709
824,* New Drug Application (NDA) / Abbreviated New Drug Application (ANDA) / Biologic License Application (BLA) - Products included are only shown (or removed) if they have an active application (or the application has been withdrawn).,Social - Selling_Practices_And_Product_Labeling,0.4182375371456146
825,This results in certain products being listed that are not actively marketed.,Governance - Product_Design_And_Lifecycle_Management,0.3664093315601349
826,"4 The 2022 figure is as of January 31, 2023 and represents the number of R&D programs in Phase 1 to registration, including programs for additional uses and dosage forms for in-line and in-registration products.",Governance - Product_Design_And_Lifecycle_Management,0.6601601839065552
827,"For latest information, please  see Pfizer's R&D Portfolio.",Governance - Business_Model_Resilience,0.5438495874404907
828,"5 Tosee the products prequalified, perform a database search per manufacturer name.",Governance - Product_Design_And_Lifecycle_Management,0.764549732208252
829,52 Pfizer 2022 ESG Report Performance Pfizer  — Continued  Innovation and Global Health 2021 2022  Breakthrough and Expedited Regulatory Designations’  % of Pfizer NME / BLA novel drug approvals by the U.S.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.4725735187530517
830,FDA achieving breakthrough therapy designation (over a rolling 5-year period) 45% 44%  (vs.,Social - Product_Quality_And_Safety,0.1815838515758514
831,30% for industry) (vs.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.2251920849084854
832,30% for industry)  % of Pfizer NME / BLA novel drug approvals by the U.S.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.4925668835639953
833,FDA achieving one or more expedited review designations (over a rolling 5-year period) 91% 100%  (vs.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.6907757520675659
834,66% for industry) (vs.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.2272022068500518
835,67% for industry)  1 Breakthrough and other expedited U.S.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.3217586576938629
836,Food and Drug Administration (FDA) regulatory designations are cited as a proxy measure of innovation among Pfizer and biopharmaceutical industry novel drug approvals.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.8059298396110535
837,"As with success rate and  time-to-market metrics, the metrics exclude biosimilars, generics and product enhancements.",Governance - Product_Design_And_Lifecycle_Management,0.4770512282848358
838,"Our criteria for FDA expedited designations includes breakthrough therapy, fast track, priority review and accelerated approval.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.3894205689430237
839,These four  designations are well-defined and established in FDA reporting and suitable for tracking over time.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.742874264717102
840,"The metrics cover a rolling 5-year period (e.g., 2021 values represent 2017-2021; 2022 values represent 2018-2022).",Governance - Management_Of_Legal_And_Regulatory_Framework,0.5868581533432007
841,and references Pfizer  internal medicines portfolio data and data provided by the FDA's Center for Drug Evaluation and Research (CDER) and Center for Biologics Evaluation and Research (CBER).,Social - Selling_Practices_And_Product_Labeling,0.1802458316087722
842,"The scope of these metrics is limited to new molecular entities (NME),  novel biologics license applications (BLA) and novel vaccine approvals.",Governance - Competitive_Behavior,0.3215968012809753
843,Pfizer novel drug approval counts include co-developed or acquired assets which may not be listed as distinctly Pfizer assets among FDA data.,Governance - Competitive_Behavior,0.4108438193798065
844,Industry novel drug  approval counts exclude Pfizer approvals.,Governance - Competitive_Behavior,0.5142921805381775
845,53 Pfizer 2022 ESG Report Performance Pfizer  — Continued  Innovation and Global Health 2020 2021 2022  Equitable Access and Pricing  Description of actions and initiatives to promote access 2020 ESG Report - 2021 ESG Report — 2022 ESG Report - Tackling the  Social Narrative Social Narrative Health Equity Gap Together  2022 ESG Report - Equitable  Access and Pricing  Patients treated’ 399 million 383 million 372 million  (excluding COMIRNATY® and PAXLOVID®) (excluding COMIRNATY® and PAXLOVID®)  1.4 billion 1.3 billion  (including COMIRNATY® and PAXLOVID®) (including COMIRNATY® and PAXLOVID®)  Access to Medicine Index (ATMI) Ranking?,Social - Access_And_Affordability,0.7609536647796631
846,Ath Ath 6th  Antimicrobial Resistance (AMR) Benchmark Position?,,0.2170621007680893
847,69% / 2nd 81% / Joint Leader 81% / Joint Leader  Percent change in average net price for U.S.,Governance - Competitive_Behavior,0.3549012839794159
848,portfolio* 1% 5% 6%  Patient-centric design  54 Position in Global PatientView Survey® Ath 2nd 2nd  The Patients Treated metric is calculated from Pfizer and third-party datasets.,Social - Access_And_Affordability,0.387302964925766
849,"Figures may be limited given the coverage provided by external sources (e.g., calendar duration, geographic and product coverage).",,0.2312667071819305
850,"Numbers are estimates and in  some cases use global volume, daily dosage and number of treatment days to facilitate calculations.",Environmental - Energy_Management,0.4350352883338928
851,Methodologies to calculate estimates may vary by product type given the nature of the product and available data.,Governance - Product_Design_And_Lifecycle_Management,0.8981063365936279
852,Patients taking multiple  Pfizer products may be counted as multiple patients towards total.,,0.4142107367515564
853,Numbers include estimated patient counts from U.S.,Social - Access_And_Affordability,0.2931924164295196
854,"Patient Assistance Programs, ex-U.S.",Social - Access_And_Affordability,0.7070438265800476
855,"access & affordability programs, product donations and Global Commercial Access  Partnerships (this does not include An Accord for a Healthier World).",Social - Access_And_Affordability,0.7452213764190674
856,Historical estimates may periodically be subject to revision due to restatements in the underlying data source.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.5484902262687683
857,Note: 2021 Patients Treated estimate of 383 million is a  revision from the figure included in the 2021 ESG Report due to data source restatements and updates to methodology.,Social - Access_And_Affordability,0.6909881830215454
858,"The 2022 Access to Medicine Index assesses the top 20 largest research-based pharmaceutical companies on their actions to improve access to medicines in 108 low- and middle-income countries for 83 diseases, conditions and pathogens.",Social - Access_And_Affordability,0.6525928378105164
859,"As  the ATMI is published every 2 years, the 2021 disclosure is the same as the 2020 disclosure.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.798882782459259
860,ATMI 2022 Ranking  The 2021 AMR Benchmark evaluates companies active in the development and deployment of antibacterials and antifungals.,,0.2803660631179809
861,"Among the eight R&D-based multinational companies assessed, Pfizer achieved a 81% total score and was  designated “joint leader”.",Social - Supply_Chain_Management,0.2829760909080505
862,"As the AMR Benchmark is published every 2 years, the 2022 disclosure is the same as the 2021 disclosure.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.4712512195110321
863,AMR Benchmark  The U.S.,Governance - Systemic_Risk_Management,0.5108930468559265
864,portfolio includes all pharmaceutical products marketed by the company.,Social - Selling_Practices_And_Product_Labeling,0.4376734495162964
865,The product sales utilized in the analysis represent ~88% of the total U.S.,Governance - Product_Design_And_Lifecycle_Management,0.9022006988525392
866,portfolio in 2022 and exclude our alliance products and contract manufacturing  operations.,Governance - Product_Design_And_Lifecycle_Management,0.9623703360557556
867,"Excluding COMIRNATY® and PAXLOVID®, the percentage change in average net price for the U.S.",Governance - Competitive_Behavior,0.3388729095458984
868,"portfolio for 2021 and 2022 is -4% and -2%, respectively.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.4176562428474426
869,"Year-over-year comparisons of net price may be impacted by changes to  our portfolio, including, but not limited to, new formulations, strengths, and product delivery formats.",Governance - Product_Design_And_Lifecycle_Management,0.8827219009399414
