esg_text,labels
45001 ~—- ISO.,['No Label']
50001 ISO 9001  Poland LGEMA (Mlawa) So 14007 50 45001 50 50007 ISO 9001 China LGETA(Tianjin) ISO 14001 ISO.,['No Label']
50001 ISO 9001  olan awa  Europe/ IATF 16949 China LGEQA (Qingdao Chiller) ISO 14001 ISO 45001 - ISO 9001  Russia(ClS) — Poland LGEWR (Wroctaw) ISO 14001 ISO 45001 ISO 50001 ISO 9001 China LGEQH (Qinhuangdao) ISO 14001 ISO 45001 _ ISO 9001  Russia LGERA (Ruza) ISO 14001 ISO 45001 ISO 50001 CIG-023 China LGEHZ (Huizhou) ISO 14001 ISO45001 ~—- ISO.,['No Label']
50001 ISO 9001  Eqyot LGEEG (10th of S0 14001 ISO 45001 - ISO 9001 Korea Changwon ISO 14001 ISO 45001 ISO 50001 ISO 9001  Middle East Ramadan) Korea Changwon2 ISO 14001 Iso45001_ —-1SO50001_ ~—«ISO.,['No Label']
9001  Afri - and Africa Saudi Arabia LGESR (Riyadh) ISO 14001 ISO 45001 ISO 9001 Korea Gumi 50 14001 045001.,['No Label']
ISO 50001 <0 9001  Tiirkiye LGEAT (Istanbul) ISO 14001 ISO 45001 ISO 50001 ISO 9001 <0 9001  Korea  rack India LGEIL_N (Noida) ISO 14001 ISO 45001 ISO 50001 ISO 9001 IATF 16969  ndia Korea Pyeongtaek ISO 14001 ISO.,['No Label']
50001  India LGEIL_P (Pune) ISO 14001 ISO 45001 - ISO 9001 yeong E-Mark  Thailand LGETH (Rayong) ISO 14001 ISO 45001 ISO 50001 ISO 9001 CIG-023  ISO 9001 Korea Pyeongtaek (Chiller) ISO 14001 ISO.45001 ~—« ISO.,['No Label']
"50001 ISO 9001  Southeast Vietnam LGEVH (Hai Phong) ISO 14001 ISO 45001 ISO 50001  ets IATF 16949 * Certification for newly established production subsidiaries (LGEUS CAC, LGEUS EVC, LGEVR) will be pursued after (As of June 2024)  LGEIN_C (Cibitung) ISO 14001 ISO 45001 - ISO 9001 2023  Indonesia  LGEIN_T (Tangerang) ISO 14001 ISO 45001 ISO 50001 ISO 9001   Double Materiality Assessment  LG Electronics conducted a double materiality assessment that considers both environmental and social impacts  and financial impacts to identify material ESG issues related to stakeholders and the environment across its  business.",['Social - Financial Inclusion']
"The assessment was conducted in accordance with the EU's European Sustainability Reporting Standard  (ESRS), and we developed the methodology by applying the guidelines of the European Financial Reporting  Advisory Group (EFRAG) and incorporating our own interpretation.",['Social - Customer Relations']
The results of the materiality assessment are  reflected in LG Electronics’ risk management.,['Governance - Risk & Crisis Management']
"Issues identified through the materiality assessment are reported Impact  as material risks, and executives in relevant departments are recommended to set quantitative targets through Materia-  the evaluation system.",['Governance - Risk & Crisis Management']
"In addition, non-financial indicators based on materiality assessment impact the executive lis)  evaluation and compensation, and those opportunities will be further expanded.",['No Label']
"LG Electronics aims to enhance  its corporate value by managing risks and maximizing business opportunities through materiality assessments,  and contribute to positive impacts on the environment and society.",['No Label']
Stakeholder 4) Allinternal departments from LG Electronics HQ and Business Companies related to each topic  Engagement participated in the double materiality assessment.,['No Label']
"While LG Electronics has not communicated  directly with external stakeholders such as customers and investors for the purpose of materiality  assessment, LG Electronics has reflected on the inquiries and requests from external stakeholders  in the past and included the perspectives of internal experts who are familiar with the expectations .",['Social - Customer Relations']
and needs of our stakeholders.,['Social - Financial Inclusion']
Financial  .,['No Label']
Materia-  Identify 2 LG Electronics has identified 40 ESG topics that have environmental and social impacts across lity  Impactful the value chain of its business.,['No Label']
"We included industry-wide topics suggested by ESRS, industry and  Topics company-specific topics from the International Sustainability Standards Board (ISSB) and the Global  Reporting Initiative (GRI), and topics covered by major ESG assessments, and categorized the topics  into positive/negative impacts and actual/potential impacts.",['No Label']
"1st Assessment  (Individual  assessment by  topic)  Ww The departments dedicated to ESG topics assessed each of the 40 topics, taking into account  mitigation measures implemented (in daily operations) to reduce negative impacts or risks.",['No Label']
The  ESG Strategy Department then reviewed scores that may have been under- or overestimated and  adjusted some figures to minimize the differences in individual departments’ assessments.,['No Label']
"Select Material 4 Around table with all departments participating in the assessment made the final review and  Issues adjustments, and the material issues were selected, accordingly.",['Social - Customer Relations']
BOD Approval 5 The material issues were reported to the management in the ESG Council and finally approved by  BOD in the ESG Committee.,['Social - Customer Relations']
"‘Participation of stakeholders’ interests  and opinions based on  their inquiries L agencies, peers, etc.)  Reflect the business - Requests from supplier,  customers and  employees to  LG Electronics context  on a consolidated - Consider subsidiaries  (Satisfaction, customers’ basis  requests, etc.) Long-List  - Identify inquiries related  to the corporate's  financial impact on ESG  issues affecting the company  - Categorize positive/  negative impacts  (Opportunities/risks)  departments having  touch points with external  stakeholders - Categorize actual/  potential impacts Identify a long list of issues Environmental Social Governance Appendix oO eG < >)  ‘Participation of internal Sustainability issues “Actual/potential and  experts from relevant .",['No Label']
"Sector-agnostic topics positive/negative impacts  departments for each (suggested by ESRS) on environment and  ESG subject Ss 7 SOC ector-specific topics  ‘Reflect external (with reference to ""Severity ‘Round table  ISSB, GRI, assessment Magnitude of Review and adjust  impact Scope of assessment results  impactRecoverability  - Likelihood of  occurrence - Analyze and discuss  relative/absolute  impact compared to  other issues  - Relative impact to  other issues  - Absolute impact of  each issue  ‘Risks and opportunities  with financial impacts  (Financial) ‘Reporting to  and approval by  management and  - Severity (Magnitude) the BOD  - Likelihood of occurrence  - A) 2k  ce 3 © © och = @  WY ©  e @ ®@  0 D ORE) @  2 9 eo @  s  ic  E £ £  E © & =  Minimal Informative Important Significant Critical  Financial Materiality C Overview Environmental Social Governance ESG Data Appendix OD Bl < >)  LG Electronics identified ESG-related financial materiality topics as well as environmental and social impact  materiality.",['No Label']
"Of the 40 topics, we identified 20 topics as material ESG issues for LG Electronics.",['No Label']
"Among the  topics that were identified as material issues, environmental and social challenges are closely aligned with our  six strategic tasks.",['Social - Financial Inclusion']
"We strive to make a positive impact on society and the environment with our products and  services, and to make financial contributions.",['Governance - Transparency & Reporting']
"; ; ; Impact materiality Finance  Classification Material Issues = = — Relevant Page  Actual Potential Risk Opportunity  fA) Climate change mitigation e e e e 15-18, 137-145  @© Climate change adaptation - e e - 15-18, 137-145  Environmental Product environmental  consciousness and life cycle - e e e 23-24, 27  management  @® Clean technology development e e e 10-11  @ Human rights management e e e - 30-43  @ Employees’ life quality e e e e 44  (G] Employees’ safety and health e e e - 52-55  @ Suppliers’ employee safety and e e e : 56-62  health  0 Suppliers’ ESG risk management e e - 58-65  Society 0 Diversity, equity, and inclusion e 44-45  @ Product and service accessibility e e e 71-74  Human resource development and e e e e AAS  management  @ Social contribution e e - e 75-79  rN] Corporate culture e e e 46-47  @ Risk and crisis management e e e 92-94  © Responsible technology innovation e e - e 32, 71-74, 94  @ Compliance and ethics e e e - 86-91  Governance @ Sound governance e e e - 81-85  @Q Transparent information disclosure ® ® ® ® 1-148  @ Privacy and information security e e e - 95-99   Top 3 Financial Impact Issues  Key Issues Risk and Opportunity Factors Impact Response Strategies KPI  - Expand process improvement and energy-saving technologies  - Adopt energy-efficient equipment and carbon emission reduction devices to the production  ‘Increasing demand to reduce GHG emissions and ng 4 ee process to reduce GHG emissions in the product production stage by 54.6% compared to - Carbon neutrality (54.6% reduction in the product  i ion i duction st issions by 2030 ‘clini Change energy consumption in the production process due to Risk 2017 levels, in accordance with SBTi criteria pro uc ion stage emissions by | ) |  Mitigation the international community's requirements for carbon ; ; - Transition to renewable energy (aiming to achieve  neutralit - Purchase renewable energy and expand solar power installations 100% by 2050)  y - Join the Renewable Energy 100 (RE100) initiative to cover 100% of our Korean and overseas oy  business sites with renewable energy by 2050  - Need to proactively address risks across the company's value shan Ney pany - Strengthen ESG risk management for suppliers  Suppliers’ ESG Risk , - Review suppliers in risk areas such as labor rights, safety and health, environment, and - Maintain 0.5% or less high risk in suppliers’  - Create win-win opportunities for the entire value chain — Risk ; .",['Social - Occupational Health & Safety']
".; ; Management ; , ; business ethics in accordance with RBA standards self-inspection by supporting suppliers’ ESG management to improve ; ; ; ; , way.",['Environment - Energy efficiency']
"- Monitor conflict minerals and cobalt information submitted by suppliers on monthly basis sustainability  - Reduce carbon emissions intensity for major product categories oe, ;  ; ; - Reduce carbon emission intensity at the product use  .",['Governance - Transparency & Reporting']
"; ; ; ; - Analyze and manage environmental impacts through LCA ; ; Responsible - Increasing consumer interest in environmentally a ; ; stage for all models of 7 major product categories  , ; ; - Reduce carbon emissions and improve power efficiency in seven major product categories Technology conscious products and services offers LG Electronicsa Revenue _ (compared to 2020)  .",['Governance - Transparency & Reporting']
", that account for about 90% of the carbon emissions generated during the product use ; Innovation long-term opportunity to increase sales - Increase cumulative usage of recycled plastics stage of LG Electronics products  - Expand the use of recycled plastics (2021-2030)  Top 2 Environmental/Social Impact Issues  Key Issues Value Chain Impact Area Type Output Impact Assessment Method Outcome  Negative impact: Higher costs for supplier / Positive impact: Lower social costs  For small suppliers, health and safety risks can be more frequent than in larger companies.",['Governance - Transparency & Reporting']
"In Number of critical  particular, the financial loss impact of safety incidents on suppliers is increasing due to stricter incidents at supplier  safety laws and regulations.",['No Label']
"Furthermore, social costs are incurred when workers are injured.",['Social - Occupational Health & Safety']
"Cost reduction by  Cost of loss for suppliers preventing safety  incidents Suppliers' Employee Safety And Health Supply Chain Suppliers’ employees  Improvement of  Surveys of people with product usage and  disabilities and the elderly after-sales service  satisfaction Positive impact: Enhanced product usability and satisfaction Percentage of products  Product Consumer use Home appliances can improve quality of life for all customers, including people with disabilities and with accessibility features/  the elderly, by making it easier for them to use products and services without strenuous effort.",['No Label']
universal design Product and Service  Accessibility   LG Electronics strives to communicate transparently with various stakeholders to enhance its ESG management.,['Governance - Transparency & Reporting']
"We share our major activities through a number of communication channels, including our sustainability management C Overview Environmental Social Governance ESG Data Appendix OD Bl < >)  website, and we listen to stakeholders’ opinions through social media channels, service centers, surveys, and VOCs.",['No Label']
We will enhance the transparency and efficiency of ESG management through continuous communication with our  stakeholders.,['Environment - Energy efficiency']
"Interests and Participation Channels by Stakeholder  Customer O Shareholder/Investor  Interest Response Strategy a we a Interest Response Strategy  ‘Quality of products and “VOCs “ aaa s, - Business performance - Regular meeting of  services - SNS channel “ ° .",['Environment - Decarbonisation/Carbon emissions']
"- Risk management shareholders  - Environmental impact - Product exhibition é - Stock prices and dividends - Earnings conference call and  throughout the product - Website WW - Sustainable management agenda disclosure  life cycle - Customer satisfaction survey 99029 @ @ - Electronic voting system  ‘Value consumption - Service center ‘Investors meeting —— Stakeholder  - Transparent communication i  : Supplier  / Interest Response Strategy  e e va - Supplier support - Shared growth support fund  Employee program -ESG consulting  Interest Response Strategy (Epes iath ‘ Fair contracts - Supplier education  - Safe and healthy working  environment  - Diversity and inclusion  - Healthy organizational  culture  ‘Employment and benefits  - Education and career  development - Conversation with management  - Internal communication channel  - Jeong-Do management website  - Junior board  - Labor management council - Prohibition of unfair trade  practices  - Win-win growth activities ‘Regular operation of the  cooperative association  Government/Institutions/Local community  Interest  - Social responsibility to the Response Strategy  ‘Social contribution to the  community community  ‘Minimize environmental impact —- Government meeting  by reducing GHG emissions and = - NGO meeting  expanding use of renewable energy  GRI Index 131 SASB Index 134 UN SDGs Index 135 TCFD Report 137 Greenhouse Gas Verification 146 Independent Assurance 149  Statement Statement  GRI Standard 2021 Remarks  Explanation  GRI 1: Reporting data for the period from January 1, 2023 to December 31, 2023,  based on GRI Standards 2021.",['No Label']
Some key activities and achievements may  include data prior to 2023 or the first half of 2024.,['No Label']
"Foundation 2021  GRI 1 GRI 1: Foundation 2021  GRI sector standards Currently unavailable since the standard for the industry to which  LG Electronics applies has not been announced C Overview Environmental Social Governance ESG Data oO fe < >)  GRI Standard 2021 Indicator Reporting Remarks  Page  General Disclosures  0-417 Collective knowledge of the highest governance 81-83  body  Evaluation of the performance of the highest 2-18 83 governance body  2-19 Remuneration policies 83  2-20 Process to determine remuneration 83  2-21 Annual total compensation ratio -  2-22 Statement on sustainable development strategy 3  , , 13-14, 30-31, 2-23 Policy commitments 56, 63, 86, 95  GRI 2: General  Disclosures 2021 13-14, 30, 34,  -24 Embedding policy commitments 57, 63, 86,  92-93, 95  2-25 Processes to remediate negative impacts A1-42  3-26 Mechanisms for seeking advice and raising 62, 86, 90  concerns  , ; , 86-91, 106, 2-27 Compliance with laws and regulations 1914123  2-28 Membership associations 124  2-29 Approach to stakeholder engagement 129  2-30 Collective bargaining agreements 37,118 GRI Standard 2021 Indicator Reporting Remarks Page  General Disclosures  2-1 Organizational details 5  3.9 Entities included in the organization’s sustainability 5  reporting  2-3 Reporting period, frequency and contact point 2  2-4 Restatements of information 2  2-5 External assurance 146  2-6 Activities, value chain and other business 5-6 Refer to annual  relationships report  2-7 Employees 5110-114  GRI 2: General 2-8 Workers who are not employees 110  Disclosures 2021 2-9 Governance structure and composition 81-85  Nomination and selection of the highest 2-10 81 governance body  2-11 Chair of the highest governance body 81  Role of the highest governance body in overseeing 2-12 85 the management of impacts  2-13 Delegation of responsibility for managing impacts 85  O44 Role of the highest governance body in 85, 126  sustainability reporting  2-15 Conflicts of interest 81-82  2-16 Communication of critical concerns 85   Material Topics C Overview Environmental Social Governance  GRI Standard 2021 Indicator Reporting Page Remarks  305-1 Direct (Scope 1) GHG emissions 103  305-2 Energy indirect (Scope 2) GHG emissions 103  305-3 Other indirect (Scope 3) GHG emissions 103  GRI 305: 305-4 GHG emissions intensity 103  Emissions 305-5 Reduction of GHG emissions 104  _- Emissions of ozone-depleting substances - 305-6 (ops) N/A  3057 Nitrogen oxides (NOx), sulfur oxides (SOx), 104  and other significant air emissions GRI 3: 3-1 Process to determine material topics 126-127  Material Topics 2021 3-2 _List of material topics 129  Responsible Technology Innovation  301-1 Materials used by weight or volume - LG Electronics is  : : developing products 301-2 Recycled it material d - ; , GRI 301: SCYCEG TIPU Materials USE using recycled materials  YENIn Reclaimed products and their packaging and environmentally 301-3 .",['Governance - Board Diversity']
21 conscious packaging materials ; materials.,['Governance - Transparency & Reporting']
Compliance and Ethics Management  Total number and percentage of operations  205-1 assessed for risks related to corruption and = 121  identified significant risks  GRI 205: i _.,['Environment - Energy efficiency']
; anti-corruption 305-2 Communication and training about anti- 492  corruption policies and procedures  305-3 Confirmed incidents of corruption and actions _  taken  GIR 206: : Number of legal actions for anti-competitive Anti-competitive 206-1 .,['Environment - Energy efficiency']
122  .,['No Label']
"behavior, anti-trust, and monopoly practices Behavior  Climate Change Mitigation and Adaptation  302-1 Energy consumption within the organization 103  3022 Energy consumption outside of the 103  organization  GRI 302: ; ; Energy 302-3 Energy intensity 103  302-4 Reduction of energy consumption 103  302-5 Reductions in energy requirements of 17,103  products and services   Employee Health and Safety  Occupational health and safety management 403-1 52-55 system  A032 Hazard identification, risk assessment, and 59-55  incident investigation  403-3.",['Governance - Sustainable Finance']
"Occupational health services 52-55  403-4 Worker participation, consultation, and 59-55  communication on occupational health and safety  GRI 403: A03-5 — Worker training on occupational health and safety 52-55, 109  Occupational  Health and Safety A03-6 — Promotion of worker health 55  Prevention and mitigation of occupational health  A03-7 and safety impacts directly linked by business 52-55  relationships  403-8 Workers covered by an occupational health and 59-55  safety management system  403-9 Work-related injuries 109  A03-10 Work-related ill health 109  Diversity and Inclusion  A05-1  GRI 405: Diversity and Governance bodies and employee composition by  category 120  Equal Opportunity Ratio of basic salary and remuneration of women A05-2 113 to men  GRI 406: Non- Incidents of discrimination and corrective actions ener A06-1 37 discrimination taken  Supply Chain Sustainability  GRI 408: .",['Social - Occupational Health & Safety']
"Operations and suppliers at significant risk for -  Child Labor 408-1 incidents of child labor 98-60  GRI 409: , ; .",['Social - Community investment']
"; Forced or Compulsory 409-1 Operations and suppliers at significant risk for 58-60  incidents of forced or compulsory labor Labor  New suppliers that were screened using social  GRI 414- ANAT criteria 107  Supplier Social  Assessment M42 Negative social impacts in the supply chain and 407  actions taken C Overview Environmental Social Governance  GRI Standard 2021 Indicator Reporting Page Remarks  Product and Service Quality/Safety  Assessment of the health and safety impacts of A16-1 , ,; 119 GRI 416: product and service categories  Customer Incidents of non-compliance concerning the  Health and Safety 416-2.",['Social - Gender and Ethnic Diversity']
health and safety impacts of products and 122  services  Human Capital Development and Management  A011 New employee hires and employee turnover 11  .,['Social - Occupational Health & Safety']
Benefits provided to full-time employees that GRI 401: ; .,['Social - Community investment']
"A01-2 are not provided to temporary or part-time 44-51 Employment employees  401-3 Parental leave 112  A04-1 Average hours of training per year peremployee 114  Training and Education prog  404-3 Percentage of employees receiving regular A  performance and career development reviews   Sustainability Disclosure Topics & Accounting Metrics  Classification Metrics Category Unit Code Reporting — Reporting Content Page  Product Description of approach to identifying and Discussion N/A TC Information 95-99  Security addressing data security risks in products & Analysis HW230a1_ security  Employee Percentage of gender and racial/ethnic group TC- Sustainability  Diversity & representation for (1) management, (2) Quantitative Hw330a1 Management 110  Inclusion technical staff, and (3) all other employees “data  Percentage of products by revenue that ae TC - -  contain IEC 62474 declarable substances Quantitative 0 HW410a.1  (¢)  Percentage of eligible products, by revenue, TC  Product meeting the requirements for EPEAT Quantitative HW410a2 -  registration or equivalent  Lifecycle © olcibl , .",['Social - Human Capital Management']
"Management Percentage of eligible products, by revenue, ys TC - -  meeting ENERGY STAR® criteria Quantitative HWw410a.3  , , Collection and Weight of end-of-life products and e-waste Quantitative Tons, TC treatment of 18-19  recovered, percentage recycled %  HW410a.4 e-waste  Percentage of Tier 1 supplier facilities audited  in the RBA Validated Audit Process (VAP) or ae TC  equivalent, by (a) all facilities and (b) high-risk Quantitative HW430al 96-65  ___ facilities  Supply Chain }  Management.",['Governance - Business Ethics']
Tier 1 suppliers’ (1) non-conformance rate %  with the RBA Validated Audit Process (VAP) +c.,['No Label']
"Supply chain  or equivalent, and (2) associated corrective Quantitative 56-65  ; HW430a.2 action rate for (a) priority non-conformances  and (b) other non-conformances  Materials Description of the management of risks Discussion N/A TC 56-65  Sourcing associated with the use of critical materials & Analysis HW440a C Overview Environmental Social Governance ESG Data Oo fl < >)  Activity Metrics  Metrics Code Reporting Content Reporting Page  Number of units produced by product TC-HW-000.A -  category  Area of manufacturing facilities TC-HW-000.B Global business site 6  Percentage of production from owned TC-HW-000C -  facilities   Balanced Growth for Local Communities  Program UN SDGs C Overview Environmental Social Governance  Activity  17 teem caus  Military Support  (2015-) & ‘Formed a sisterhood relationship with the 3rd ROK Special Forces Brigade and delivered consolation funds and necessary products  11 SUSIMAABLE CITES  nO COMMUNITIES,  lide LG Ambassador Challenge  (2017-) - Organized a contest program to support solutions to local community issues (2017-, Bangladesh)  ‘Residents establish plans to resolve community issues on their own, appoint selected peaple as LG Ambassadors, and support community issue resolution  - Program operating in six countries (2022-)  Residential Improvement Project for the  Ethiopian Veterans Village (2021-2023) ‘In collaboration with Community Chest of Korea and Habitat for Humanity Korea, started a residential improvement project in the Ethiopian Veterans Village  ‘With a budget of USD 535.9 thousand, renovated homes for veterans and low-income families, built community kitchens and toilets, installed drainage facilities, and built communal  shower facilities  - Provided training on CCTV, camera repair and maintenance, a specific course within the electronic device repair course  LG Healthy Home Campaign  (2020-2023) - Campaign to share videos on social media about the importance and value of home, with the goal of making staying at home healthier in the new normal caused by COVID-19  (25 countries)  ‘For participants who share short videos of the pleasures of being at home, LG Electronics built homes for low-income families in India, Vietnam, and Kenya with poor housing conditions  - Built a shared community center with Habitat for Humanity Korea (communal kitchen, communal bathrooms, drainage, etc.)  Agricultural Cooperation Fund  (2020-) - Through sisterhood relationships with villages, LG Electronics supplied home appliances to underprivileged neighborhoods, in addition to delivering laptops to underprivileged college  students living in sister villages  - Volunteer work during busy farming seasons or when labor is needed  - Participated in recovery work following disasters such as earthquakes and floods  Cholera Vaccination in Ethiopia  (2021-2023) - Implemented cholera vaccination campaigns (organized by International Vaccine Institute (IVI)) (2010-2015)  -Immunized more than 40,000 people for 3 years with an affordable, easy-to-carry oral vaccine  quauity  foUcATION  ns LG Hope School  (2021-2023) - Created an environment that enabled out-of school children to go to school in the Democratic Republic of Congo by utilizing solar-powered charging systems  - Collaborated with Korean startup ‘YOLK’ to install solar-powered charging systems in three schools in Goma and distribute 750 power banks (2021)  6000 HEALTH  AND WELL-BEING Support for cataract surgery in India  (2022-) | - Supported more than 8,700 cataract surgeries in partnership with five eye clinics in India  - Supported making eye health services more accessible to vulnerable populations given that cataracts are the leading cause of blindness in India, accounting for about 80% of cases   Activity  LG Hope Screen  (2011-) 6000 HEALTH  AND WELL-BEING  “ify - Using LG billboards located in New York's Times Square and London's Piccadilly Square, provided free advertisements to UN international organizations and non-profit organizations  - Worked with UN agencies (UNEP, UNCCD, and UN FAQ) in 2023 to promote public service announcements on billboards to raise collective awareness of various social issues,  including ""Fighting Plastic Pollution,” ""Combating Global Desertification” and ""Food and Water Security.”  Global IT Challenge for Youth with Disabilities  (2011-) - Created a foundation for youth with disabilities to enter society through education and employment by closing the information gap and contributing to the improvement of disability  awareness in participating countries  - Through a global IT festival for youth with disabilities that transcends boundaries of disability, religion, culture, and country, youth with various types of disabilities (mental, hearing,  vision, and development) from 20 countries participated in five events in the IT Paralympics  Ethiopia LG-KOICA Hope Vocational Training  School (2014-)  Cambodia LG-KOICA Hope Vocational Training  School (2021-) DECENT ORK AND  ECONOMIC GeOWTH i  DECENT ORK AND  ECONOMIC GeOWTH  ai - Supported youth's independence through technology education in partnership with the Ethiopian government, Korea International Cooperation Agency (KOICA), and World Together  - Provided ICT vocational training for youth and women to support their selFreliance  - Assisted in the development of young manpower by providing quality vocational training programs and equipment to 3 local vocational training centers in Cambodia, in cooperation  with the Korea International Cooperation Agency (KOICA) and Good Neighbor  - Provided vocational education for ICT jobs to support the self-reliance of youths and women  One Heart : Psychological Stability and  Self-reliance Support Program (2021-2023) 1 »  POVERTY  * «2s & AT - In partnership with the Community Chest of Korea (CCK) and Korea Food for the Hungry International (KFHI), LG Electronics developed and launched the ‘One Heart’ application,  an online and offline psychological counseling platform, so that young people preparing for their independence (children who have ‘aged out’ of institutional care) can stand on their  own feet (October 2021)  : Provided 600 professional counseling sessions for psychological and emotional support and 1,000 commentary counseling sessions to about 6,000 people (about 900 youth  preparing for independence), and provided information on living, scholarships, education, and employment necessary for independence.",['No Label']
"Support of ‘StandbyMe’ for youth with disabilities  (2022-2023) 6000 HEALTH  AND WELL-BEING  “ify - Supported digital accessibility by providing LG StandbyMe products to young adults with limited mobility due to rare muscle diseases and disabilities  ‘Donated 60 LG StandbyMe units through the LG StandbyMe Donation Campaign with Seoul Rehabilitation Hospital, a public children's rehabilitation hospital in Seoul, Korea (2022)  ‘Donated 30 LG StandbyMe units to the ‘Kkulmat Rainbow Class, an online education program run by the Seoul Metropolitan Office of Education's Education Research and  Information Center for students with health impairments and students who need special care (2023)  Employee Engagement Activities  Program UN SDGs Activity  Executive's CSR Fund  (Korea: 2004~/Overseas: 2019) - Voluntary participation of executives contributing 0.5% of their salary for social contribution activities  ‘Matching grants of 50% of funds raised by executives to support a variety of social contribution activities  ‘ Providing support after determining the appropriateness of activities through the Executive Fund Steering Committee (1 chairperson and 5 members) held in the first and second  half of the year  Life's Good Volunteer (2010-) 11 SUSIMAABLE CITES  nO COMMUNITIES,  lide -LG Electronics employees use their talents to give back to the local community  - Product inspection and free repair for social welfare facilities, development of interactive chatbots for non-profit organizations, etc.",['No Label']
"Life's Good Day (2011-) 6000 HEALTH  AND WELL-BEING  “ify ‘Donating expenses saved when employees select specific menus with reduced portions in the company cafeteria   Climate-related Issues and the Role of the International Community  As the intensity and frequency of extreme weather events caused by global warming increase, climate change  is increasingly perceived as a major threat to society.",[' Social - Privacy Protection']
"Following the signing of the climate change agreement  at the 1992 summit in Rio de Janeiro by various world leaders, the international community has emphasized its  importance, and has continued to have discussions and come to agreements on climate change over the past  several decades.",[' Social - Privacy Protection']
"Through the Paris Agreement adopted in December 2015 at the United Nations Climate Change  Conference, specific reduction targets were established with the aim of keeping the global average temperature  rise below 2, and preferably limiting it to 1.5°C, compared to pre-industrial levels.",[' Social - Privacy Protection']
"Climate change issues that the world is striving to address are causing major changes not only through extreme  weather patterns but also in the overall global economy and social structure, including energy use in our society,  production and transportation methods within industries.",[' Social - Privacy Protection']
"To respond to these changes and overcome the climate  change crisis, governments around the world are implementing various policies and measures, and similarly,  companies are continuing their efforts to respond to changes in social, economic and trade structures by reducing  carbon emissions, using renewable energy, developing and investing in low-carbon green technologies.",[' Social - Privacy Protection']
LG Electronics recognizes climate change as a key issue and has established a direction and strategies to achieve  its goals in this area.,[' Social - Privacy Protection']
"Since 2021, we have been disclosing climate change-related information in accordance  with the TCFD?",[' Social - Privacy Protection']
recommendations through the Sustainability Report to meet the demands of the international  community.,['Social - Customer Relations']
"1) TCFD (Task Force on Climate-related Financial Disclosures): The TCFD is a task force established by the Financial Stability Board, as mandated  by the G20 finance ministers and central bank governors, to request voluntary and consistent disclosure of climate-related information.",[' Social - Privacy Protection']
TCFD  published its ‘Recommendations on Disclosure of Climate-related Financial Impacts’ in 2017.,[' Social - Privacy Protection']
"These recommendations demand that the risks and  opportunities that organizations face related to climate change be identified, and that the processes, indicators, and goals for managing these risks  and opportunities be disclosed in detail.",[' Social - Privacy Protection']
"TCFD Framework  a  opportunities BOD's oversight of climate-related risks and b  The role of management in assessing and managing  climate-related risks and opportunities  a  Climate-related risks and  opportunities the organization has  identified over the short, medium,  and long term b  Impact of climate-related risks  and opportunities in terms  of business and strategic and  financial planning C  Resilience of organizational  strategies in consideration of  climate change scenarios  a  Organizational processes for  identifying and assessing climate- Organizational processes for C  Integrated management of  organizational risks in the process  Metrics to assess climate-related  risks and opportunities Scope 1, 2, 3 GHG emissions and  related risks related risk managing climate-related risks of identifying, assessing, and  managing climate-related risks  a b Cc  Climate-related risks and  opportunities, and target subjects  whose performance should be  measured against goals   Since 2021, the ESG Committee under the Board of Directors has been overseeing and reviewing the overall ESG  management activities and direction, including climate change, twice a year to ensure effective decision-making  and management of climate change issues company-wide  ESG Committee Board of Director  Area  Carbon neutrality  Environ- Resource circulation/  ment management  Responsible technology ESG Council Key Agenda  Task  - Transition to renewable energy  - GHG reduction activities Organization  - Safety and Environment Center BOD-level Supervision of Climate-Related Risks and Opportunities  In April 2021, LG Electronics established the ESG Committee under the Board of Directors.",[' Social - Privacy Protection']
"The ESG Committee  is responsible for reviewing and making decisions on basic policies, goals, and strategies across the ESG domains  in order to achieve long-term sustainable growth by strengthening ESG management.",['Environment - Climate Strategy']
"The ESG Committee of  LG Electronics focuses on environmental and energy issues, including climate change response, as a key area of  focus.",[' Social - Privacy Protection']
"The Role of Management in Assessing and Managing Climate-Related Risks and Opportunities  LG Electronics’ management recognizes climate change as a critical issue that can affect the entire  business of the company and the international community, and is reviewing climate change-related risks and  opportunities.",[' Social - Privacy Protection']
"The ESG Committee makes key decisions on climate change-related issues, including reviewing  the implementation of mid- and long-term GHG reduction targets and investment decisions on major reduction  projects, and the decisions made by the Committee are reflected in corporate policies for implementation.",['Governance - Board Diversity']
"Target Incentive KPIs  CRO  - Achieving climate-related goals  Safety and Environment - GHG emissions reduction  Group Leader  - Recycling resources  - Increasing water resource efficiency  - Hazardous materials management - Customer Quality Research  Institute  - Clean technology development  - Making products more environmentally  conscious and accessible - Business Companies - Achieving climate-related goals  Financial incentives for meeting KPIs - Emission intensity at the product use  stage  Relevant departments ,  - Use of recycled plastic  - Use of renewable energy  - Energy transition rate   LG Electronics aims to analyze in more detail climate change risks and opportunities and develop a systematic response plan, in order to disclose to stakeholders that its 2030 carbon neutrality goal and implementation are based  on long-term climate change scenarios, and to respond transparently to the requirements to disclose its performance.",[' Social - Privacy Protection']
"In this regard, LG Electronics reviewed climate change risks and opportunities through the following analysis.",[' Social - Privacy Protection']
