esg_text,NER_Results
"- Enhanced Global Supply Chain Management: A supply chain monitoring system will be  reinforced, and systematic risk identification, assessment, and mitigation activities will be  implemented.",
"- Integration of Regulatory Considerations into Product Design and Manufacturing:  Regulatory requirements will be incorporated from the product design phase, and  strict management practices will ensure compliance throughout the entire value chain.",
Information related to these practices will be transparently disclosed.- Collaboration with  Industry Associations and Groups: Active participation in industry associations will ensure  that the industry’s voice is reflected in regulatory bills and policies.,
Efficient response  strategies will be developed utilizing global standards and best practices.,
"Information Security  Information Security Framework  Information Security Policy  LG Electronics has formulated 2 regulations, 4 rules, and 10 standards for information security, and conducts an  annual (third quarter) revision review of all policies.","{'numbers': ['2', '4', '10'], 'metrics': [], 'dates': ['third quarter']}"
"The corporate-wide information security department collects  opinions on policy enactment and amendments, and after corporate-wide consultation and approval by the CISO,  enactments and amendments are posted on the corporate-wide Standard Management System (New-LGSS)  and bulletin board.",
"-Collection: LG Electronics receives customer consent to collect information, and obtains the least amount of  information possible,  - Storage: The collected personal information is stored and managed securely based on the standards for measures to  ensure the safety of personal information and the data protection impact assessment.",
"- Use/Provision: The use and provision of personal information is limited to the purpose for which it is collected, and if it  is provided to a third party for other purposes, we obtain separate consent from the customer.","{'numbers': ['third'], 'metrics': [], 'dates': []}"
"The main contents of  the contract, management, training, etc., of the trustee are specified and reported in the privacy policy.",
"LG Electronics performs data protection impact assessments to ensure the privacy compliance of products,  systems, and apps.",
It also ensures that the identified privacy risks are remediated before being released to the  public.,
"Framework for Information Protection  The Chief Information Security Officer (CISO) is designated as the person in charge of information protection,  and the CISO also serves as the Chief Privacy Officer (CPO).",
"The CISO is appointed in compliance with the Act  on Promotion of Information and Communications Network Utilization and Information Protection, and any  changes are reported to the Central Radio Management Service.",
"The information protection organization is  composed of 14 teams (6 teams at HQ and 8 teams at business sites), that perform security activities such as  security breach response drills.","{'numbers': ['14', '6', '8'], 'metrics': [], 'dates': []}"
We maintain a full-time security management system through our own security  activities based on the GSI (Global Security Index) and TSA (Team Security Activity).,
"We regularly conduct  security training for all employees and suppliers, and promote security and security incident cases on a weekly  and monthly basis.","{'numbers': [], 'metrics': [], 'dates': ['weekly', 'monthly']}"
"The corporate-wide information security committee, chaired by the CFO, deliberates and  resolves important information security issues that may affect the management of the company at the Crisis C Overview Environmental Social Appendix OD Bl < >)  semi-annual meetings of the Crisis Management Committee, in addition to other Committee meetings held as  needed.",
"Information Security Protective Measures  Database access control  PC encryption Document shredder Server access control  Communication section  Encryption Printout control  Complete deletion Privacy leakage ;  solution Database encryption protection  Access history check  Integrated monitoring  Integrated Information Security Management System  LG Electronics has objectively demonstrated that it has an information protection management system capable of  preventing information leakages and responding to security threats by obtaining and maintaining the international  information security certifications of ISO 27001 (Information Security Management System), ISO 27701 (Personal  Information Protection Management System), ISO 27018 (Cloud Service Privacy), and ISMS, a Korean certification.",
"-1SO 27001: maintains certification through renewal audits on a three-year cycle (2019, 2022) and annual follow-up  audits after initial certification in 2016  - SMS: maintains certification through renewal audits on a three-year cycle (2019, 2022) and annual follow-up audits  after initial certification in 2017  - TISAX: acquired and maintains certifications for related overseas subsidiaries, including Chinese subsidiary (the Nanjing),  Vietnamese subsidiary (the Hai Phong, Hanoi), Indian subsidiary (the Bangalore), German subsidiary (the Sulzbach), and  Polish subsidiary (the Mwaba) after obtaining certification for Magok Science Park and Pyeongtaek Digital Park in 2021  ONY  MANAGEMENT SYSTEM MANAGEMENT SYSTEM ¥ Mt Belz  CERTIFICATE CERTIFICATE  LG Electronics ine  ISO 27001 Certification ISQ 27701 Certification ISMS Certification  LG Electronics operates standardized information security training and conducts customized security training  according to the information security training roadmap.","{'numbers': [], 'metrics': [], 'dates': ['27001', 'three-year', '2019, 2022', 'annual', '2016', 'three-year', '2019, 2022', 'annual', '2017', '2021']}"
We also issue weekly security  messages (in poster format) containing key information security policies and monthly security letters that focus  on violations.,"{'numbers': [], 'metrics': [], 'dates': ['weekly', 'monthly']}"
Information Security Training  Target Classification Training Time  1.,"{'numbers': ['1'], 'metrics': [], 'dates': []}"
Corporate-wide information security / privacy online Ma  mandatory training y  All employees  2.,"{'numbers': ['2'], 'metrics': [], 'dates': []}"
Security training for new/experienced employees Based on training  (including transfers from affiliated companies) sequence  3.,"{'numbers': ['3'], 'metrics': [], 'dates': []}"
"Security training for assistants / general office workers At the time of  (dispatched workers) entry / February  4, Training for employees who have previous violated security Uploaded training  policies material”  coeacrrity vunerens 5.","{'numbers': ['5'], 'metrics': [], 'dates': []}"
Security training for national project participants May  Employees (core national technology)  6.,"{'numbers': ['6'], 'metrics': [], 'dates': []}"
Security training for important project participant July  ; _ ; ; ; When applying for  7.,"{'numbers': ['7'], 'metrics': [], 'dates': ['July']}"
Security training for those with exceptional authority authority  8.,"{'numbers': ['8'], 'metrics': [], 'dates': []}"
Security training for heads of organizations April  Security manager 9.,"{'numbers': ['9'], 'metrics': [], 'dates': ['April']}"
Security training for manufacturing process workers August  10.,"{'numbers': [], 'metrics': [], 'dates': ['August  10']}"
"Security training for team security officers March  Personal information 11.Training for personal information handlers September handlers  Suppliers Employees vulnerable 12, Security training for in-house suppliers At the time of to security breaches entry / October C Overview Environmental Social Appendix OD Bl < >)  Software Security Training  LG Electronics conducts training to raise awareness of product cybersecurity for all software developers.","{'numbers': ['12'], 'metrics': [], 'dates': ['March', 'September', 'October']}"
"Since  2018, we have partnered with KAIST and Carnegie Mellon University (U.S.) to foster security professionals to lead  software security activities and develop core security technologies.","{'numbers': [], 'metrics': [], 'dates': ['2018']}"
"We organized a hacking competition to raise  awareness of the importance of cybersecurity and enhance the skills of software developers, in which 84 people  from 29 teams participated.","{'numbers': ['84', '29'], 'metrics': [], 'dates': []}"
"To strengthen the cybersecurity competitiveness of our suppliers and achieve mutual growth, we held the  ‘Supply Chain Security Workshop 2023 The event was attended by 50 companies and 160 participants, including  supply chain experts from Korea and abroad, emphasizing the importance of software supply chain security  and multinational collaboration.","{'numbers': ['50', '160'], 'metrics': [], 'dates': []}"
"LG Electronics presented concrete strategies for suppliers to apply in order to  safeguard their products and services from cybersecurity attacks,  2023 Information Security Incident Response Drill  LG Electronics conducts training based on the corporate-wide ‘Security Incident Response Standards’ and  ‘Security Breach Response Guidelines.","{'numbers': [], 'metrics': [], 'dates': ['2023']}"
"Classification Date Topic  1st drill June 2023 Drill in responding to a personal information breach through malware infection  2nd drill September 2023 _ Drill in responding to a ransomware attack  3rd drill November 2023 Drill in responding to a personal information leakage caused by a system security  breach  Ath drill December 2023 _ Drill in responding to malicious spam email  * Employees vulnerable to security breaches: Assistants to executives, suppliers, major project participant, security violators, those with exceptional  rights, ete.","{'numbers': ['3rd'], 'metrics': [], 'dates': ['June 2023', '2nd', 'September 2023', 'November 2023', 'December 2023']}"
"** Security officer: Team leader, team security officer  *x* | Joloaded training material: Courses are always available on LearningNet  Privacy Protection Framework  LG Electronics has obtained three certifications from DNV, an international standard certification organization,  including ISO 27001 (Information Security Management System), ISO 27701 (Personal Information Protection  Management System), and ISO 27018 (Cloud Service Privacy), and has obtained ISMS (Information Security  Management System) certification in Korea from a third-party company (OPA) designated by the government.","{'numbers': ['three', 'third'], 'metrics': [], 'dates': []}"
"IF the processing of personal information is involved, we include  special terms and conditions related to personal information in the contract comply with personal information  protection regulations through the regular management of trustees.",
"We annually check whether the trustee's  personal information handlers have been trained, and if there are major deficiencies in personal information  management, we plan to provide guidance and take remedial actions.","{'numbers': [], 'metrics': [], 'dates': ['annually']}"
We ensure the safe management of  customer information by verifying the destruction of personal information upon the termination of contracts with  trustees.,
"Diagnosis and Analysis of Vulnerabilities to Protect Privacy  LG Electronics regularly analyzes and addresses vulnerabilities through a third-party company (ISAC) to secure its  IT infrastructure and information security management system, and conducts training for those handling personal  information, pseudonymized information, and location information.","{'numbers': ['third'], 'metrics': [], 'dates': []}"
"To review and improve our security breach  response procedures and business continuity plans against cyberattacks, we conduct simulated cyberattack  drills at least four times a year.","{'numbers': ['at least four'], 'metrics': [], 'dates': []}"
"We have a Security Penalty system to strengthen the day-to-day security of our  employees, defining security items that must be observed in daily life and assigning penalty points for violations.","{'numbers': [], 'metrics': [], 'dates': ['daily']}"
"5 Basic Principles of Privacy Protection  Protection of the  right of customers  to be informed Only using datafor |  the purpose for which  it was collected Safe  disposal Measures to  ensure security Minimum data  collection C Overview Environmental Social Appendix OD Bl < >)  Measures for Privacy Protection  To protect privacy, we monitor the trends of global regulations and major laws and systems, and establish and  implement appropriate policies for each country.","{'numbers': ['5'], 'metrics': [], 'dates': []}"
"In addition, we provide privacy-related training and guidelines,  such as the corporate-wide employee privacy protection training and personal information leakage response  guidelines, to raise employees’ awareness of privacy protection.",
We conduct inspections during the operation  of systems after completing a data protection impact assessment to verify the application of technical and  managerial protection measures and conduct privacy protection activities at the operational stage.,
"We notify  customers of the use of their personal information once a year, and, in the event of a private information leakage,  we report it to customers and manage violators according to procedures.","{'numbers': [], 'metrics': [], 'dates': ['a year']}"
There were no cases of personal  information leakage by employees in 2023.,"{'numbers': [], 'metrics': [], 'dates': ['2023']}"
"Technical Measures  - Encryption of communication  interval  - Access control solutions  - One-way encrypted storage  - Minimization of printing personal  information  - Pre-inspection before product/  system/app release  - Review of access records Managerial Measures  - Restriction on personnel with  access privileges  - Controlled entry into Information  Security Office  - Management of access privileges  - Security of information-  processing PCs  - Documentation of the basis for  collecting information  - Separation of personal  information servers Measures to Protect  Customer Rights  - Measures enabling viewing,  modification, and deletion  of privacy information and  cancellation of membership  ‘Inquiries by phone or e-mail  - Observance of the data retention  period  - Response to request for  revocation of consent  LG Electronics manages and supervises the privacy compliance of products and services provided to customers  through a standardized pre-launch inspection process (based on the LG Electronics Data Protection Impact  Assessment).","{'numbers': ['One'], 'metrics': [], 'dates': []}"
"The Data Protection Impact Assessment examines the protection measures at each stage of  processing, technical and administrative protection measures, and protection measures for specific technologies  (microphones, cameras, biometric information, location information) to identify and address potential privacy risks  in our products and services.",
"To continuously improve the data protection impact assessment framework, we  analyze the global privacy legal and regulatory environment, and establish and implement country- and region-  specific policies.",
Data Protection Impact Assessment Framework  Identify Handle and Assess Conduct risk Establish Execute  .,
"; > improvement > subjects : analyze subjects | checklist assessment measures é measures  Terms and Conditions & Privacy Compliance System  LG Electronics has established a Terms and Conditions Management System to systematically describe and  disclose usage policies and privacy policies for all areas of its business, including products, apps, services, sales,  and customer support.",
"The terms and conditions management system designed to secure the legal basis for  processing information and personal information in the course of providing services, and to revise the terms and  conditions into legal documents through a systematic process to notify users and obtain consent.",
It defines terms  and conditions policies and business process standards and applies them to customer touchpoint.,
"This ensures compliance with information and privacy  regulations and laws, and prevents compliance issues.",
"OD Bl < >) C Overview Environmental Social Appendix  LG Electronics operatess a terms and conditions management system to systematically create, revise, and  manage Terms and Conditions.",
"Through the process of planning, deliberation, production, registration, verification,  and configuration management, we identify information processing activities and changes to organize and  manage legal documents such as terms of use, privacy policy, personal information collection/use consent forms,  and other separate consent forms, notices, etc.",
Life Cycle of Terms and Conditions Management System’  Planning : Review : Production : Registration : Assurance : Management  (Identify > (Design > (Produce p> (Register in > (Inspect based )» (Manage Terms  Requirement of : Structure of : Conditions : Conditions » onChecklist) | and Conditions  Terms) : Terms and Documents) Administration Version/History)  !,
"Conditions) system)  *Revisions to the Master Terms and Conditions are carried out quarterly in principle, with emergency revisions in response to legislative changes,  regulatory responses, and critical failure/claims.","{'numbers': [], 'metrics': [], 'dates': ['quarterly']}"
Product Security Management System  LG Electronics develops products according to the LG-SDL (LG Electronics Secure Development Lifecycle) to  comply with security activities and standards at each stage of development.,
-LG Electronics Product Security Standard -LG Electronics Product Security Guideline  Policy -LG Electronics Product Security Assessment - Supplier Product Security Policy  - Corporate-wide/Development Security Dept.,
"- Security Awareness Training - Secure Coding Training Training  - Cybersecurity Engineering Training - Product Security Technique Training  Cybersecurity Product Security Response Process (LG PSRT) - Security Event Classification Criteria  response - Security Update ‘Bug Bounty Program (LG Bug Bounty)  —_neneettNR  - [US] loT Cyber Trust Mark Program” NIST Cybersecurity Framework”, NIST IR 8259”  Global - [EU] EU Cyber Resilience Act®, EU RED Delegated Act”, UK PSTI Act and Regulations”,  security ETSI EN 303 645” standards 8) 9)  - [Automotive Cybersecurity] UNECE UNR.","{'numbers': ['8)'], 'metrics': [], 'dates': []}"
"155 CSMS”, ISO/SAE 21434  1} lol Cyber Trust Mark Program: The loT label program for loT products, which the U.S.","{'numbers': ['155', '1'], 'metrics': [], 'dates': []}"
government is considering implementing by the end of 2014.,"{'numbers': [], 'metrics': [], 'dates': ['the end of 2014']}"
"2) NIST Cybersecurity Framework: NIST Cybersecurity Framework: A framework for improving cybersecurity from the National Institute of Standards  and Technology  3) NIST IR 8425: The National Institute of Standards and Technology's Cybersecurity Standard for loT Products  4) EU Cyber Resilience Act: A regulation imposing basic product cybersecurity requirements on all products containing digital elements, which the EU  iS preparing to implement in 2027  5) EU RED Delegated Act: Mandatory security regulations, network protection, privacy, and protection against financial fraud for wireless devices in  the EU starting August 2025  6) UK PSTI Act and Regulations: Product cybersecurity regulations for networked devices set to take effect in the UK in April 2024  7) ETSI EN 303 645: Standard security requirements for loT products by the European Telecommunications Standards Institute (ETSI)  8) UNECE UNR.","{'numbers': ['2', '3', '8)'], 'metrics': [], 'dates': ['2027  5', 'August 2025  6', 'April 2024  7']}"
155 CSMS Regulation: A regulation mandating product cybersecurity engineering for UNECE countries.,"{'numbers': ['155'], 'metrics': [], 'dates': []}"
Imposes mandatory  cybersecurity activities on manufacturers and suppliers.,
"9) ISO/SAE 21434: Automotive cybersecurity engineering standards created by the International Organization for Standardization (ISO) and the  Society of Automotive Engineers (SAE) Environmental Social Appendix oO eG < >) C Overview  LG-SDL (LG Electronics Secure Development Lifecycle)  Based on the Secure Development Lifecycle, LG Electronics has established a corporate-wide standard for core  security activities at each stage of the software development process, and applies them throughout the product  development life cycle.","{'numbers': ['9'], 'metrics': [], 'dates': []}"
We ensure the security of LG Electronics products by detecting and removing potential  security vulnerabilities from the early stages of software development and strengthen oversight through our  annual product cybersecurity audit.,"{'numbers': [], 'metrics': [], 'dates': ['annual']}"
"LG-SDL (LG Secure Development Lifecycle)  Preparation Requirements Design Implementation Test Release Response  Security Security Security Secure coding Static analysis, Product Product security  training requirement design and system dynamic analysis — security response  analysis review hardening and opensource assessment and security  vulnerability maintenance  analysis  Product Cybersecurity Measures  - Specialized product security incident response team to enhance the security quality of LG  Electronics products and respond promptly to all security issues  LG PSRT  - Establishing proactive incident prevention measures, and enhancing security levels through  vulnerability assessments conducted by internal/external security experts  LG Bug Bounty - Operating a product security reward program  - Offering rewards for reporting software security vulnerabilities  LG DevSecOps - Real-time monitoring and providing feedback of product security outputs at each development stage  - Operating an continuous product security risk and compliance monitoring system  Product Security International Certification  “ETSI EN 303 645 Certification  - System certification for automobile cybersecurity certification (TUV Rheinland)  - ISO/IEC DIS 18974 (compliance for Open Chain Security Assurance Specification) Certification  Sustainability Management 101 Membership-Awards & 124 SHEE: Quality Certification 125 Materiality Assessment 126 Stakeholder Communication 129  Data Recognition Status  Economic data  Sales/Operating Income’ C Overview Environmental Social Governance Appendix oO eG < >)  Provision of Defined Benefit Pension Obligation”  Classification Unit 2022 2023  Expected amount  (Present value of defined - 37171 3,051.2 3,539.6  benefit obligations) USD million  Fair value of plan assets (35457) (3,581.8) (3,886.0)  * Correction of data due to changes in data creation criteria: specified 'Present value of defined benefit obligations’, 'Fair value of plan assets’ data in  the annual report  2023 Purchase Amount of Key Subsidiaries by Product  Classification Unit Total Purchase Local Purchase  Korea 8,490.2 5,840.7  Nanjing New Technology Monitor 1101.2 590.2  Taizhou Refrigerator 689.8 605.2  Nanjing Washing Machine Washing Machine 636.9 591.4  Hai Phong Washing Machine 1,698.1 573.4  Cibitung TV ae 1458.8 58511  Reynosa TV 1,827.3 24.8  Mexicali TV 601.3 50.1  Mlawa TV 1,926.0 731.2  Other 5,372.1 3,380.4  Total 23,8017 12,972.4 Classification Unit 2021 2022 2023  sal Separate 23,7001 21,524.8 22,102.3  ales A  Consolidated USD 64,599,2 64,645,7 64,487.0  Separate million 5477 85.8 AA16  Operating income a  Consolidated 3,546.9 2,750.2 2,717.3  * Correction of data due to changes in processing of significant figures  Creation and Distribution of Economic Value  Classification Unit 2021 2022 2023  Employee (Employee payroll) Consolidated 7,396.1 TAAAY 7711.3  Government (Income taxes paid .","{'numbers': ['124', '129', '37171', '3,539.6', '5,840.7', '590.2', '689.8 605.2', '636.9 591.4', '573.4', '1458.8', '24.8', '601.3 50.1', '12,972.4', '85.8', '7,396.1', '7711.3'], 'metrics': ['USD million', '731.2'], 'dates': ['2022 2023', '35457', 'annual', '2023', '58511', '1,926.0', '2021 2022 2023', '21,524.8 22,102.3', '5477', '2021 2022 2023']}"
"(Based on Statement of cash flows)) Comsalleletced 597.2 891.3 77.3  Localcaramuiiies (ews Consolidated USD 22.4 184 19.8 expenditure of social contribution) million  Shareholders and investors (Cash  dividend per share (Ordinary shares, Consolidated 3435 379.9 5489  Preference shares) + Cost of capital  (Interest))  Government-Funded Subsidies  Classification Unit 2021 2022 2023  Tax relief and tax credits USD million 715 ) 6.5   Classification Ht 2021 2022 2023 Classification Unit 202T 2022 2023 2023 ratio  Korea 10199.5 8173.8 7865/4 Korea 24 040.4 25,7811 26,239,5 A1%  Asia 7,694.6 6,785.0 6,855.5 North America 15,069.0 15,2924 15,578.6 24%  China 47343 3,928.7 3,959.7 Europe 10,366.5 9,292.3 9,286.5 14%  Direct purchase Americas USD 4,954.2 37341 3,292.9 Asia 5776.4 6,074.9 5,733.0 9%  amount by region million = = USD 5  Europe/ 2774.2 21537 1,646.2 Latin America IS 2.8711 2,485.3 2,382.9 A%G  Russia(Cls) Middle East & million  Middle East and Africa 2,425.2 2,600.2 2,016.8 A Africa 120.8 185.9 182.3  !","{'numbers': ['597.2', '77.3', '19.8', '6.5', '202', '10199.5', '8173.8', '15,069.0', '3,959.7', '10,366.5', '3,292.9', 'million', '2774.2', '1,646.2', '120.8 185.9'], 'metrics': ['USD million 715', 'A1%', '24%', '14%', '9%', '2.8711 2,485.3 2,382.9'], 'dates': ['2021 2022 2023', '2022', '2023', '2023 2023', '24', '15,578.6', '21537']}"
"China 2,273.3 2,044.3 1,946.1 3%  Display 321 29.4 26.3 Russia (CIS) W714 1,075.2 803.5 1%  iyscnétnicel iiss 31.3 33.8 34.4 Total 64,599.2 64,6457 64,4870 100%  ; Circuits 17.6 18.0 18.9  Discs puree * Correction of 2021 data due to the discontinuation of energy business  CMDT ratio Semi-conductors 8.8 91 10.2  Raw materials 78 6.7 6.3  Other 2A 30 38 Global Base Effective Tax Rate  Marketing 478 35.6 32.9 Classification Unit As of March 2024 Classification Unit 2021 2022 2023  General affairs 50.8 547 54.8 Korea 10 Earnings Separate (873.4) 623.8 9221  F % North America 1g beforetax = Consolidated sp 17233 18206 1,432.6  IT 16.3 201 22.4 Central and 4 ; Separate million (74.9) (38.4) 153.3  : Reported tax R&D 28 ye 78 Setuleh Avmarise Consolidated 486.6 3776 5517  Indirect purchase ratio Business travel China , 15 ; +  by characteristic (Airline/Hotel) 0.8 21 24 Asi easiness yi Effective Separate % (6) uv  sa sires tax rate Consolidated 28 21 39 Production Al 48 A5 Middle East  Logistics 3A 30 30 and Africa 19 Cash taxes  eparate USD 134.0 171.3 215.8  ; paid Consolidated Million 597.2 8913 776.9 Professional Europe 34  service 18 22 a1 foam | Separate - 27 23 Russia(CIS) 3 Cash ——_i  Utility 0.0 0.0 on _— tax rate Consolidated 35 49 54 Total 137  * CMDT: Commodity * The effective tax rate and cash tax rate are not calculated because the loss is pre-tax.","{'numbers': ['26.3', '31.3', '33.8', '34.4', '64,599.2 64,6457', '17.6', '18.9', '8.8', '91', '10.2', '35.6', '32.9', '50.8', '547', '10', '873.4', '623.8 9221', '4', '74.9', '38.4', '153.3', '28', '78', '486.6', '15', '6', '48', '19', '215.8', '776.9', '34', '3', '137'], 'metrics': ['3%', '803.5 1%', '100%', '78 6.7 6.3', '54.8 Korea', 'F %', '18 22 a1'], 'dates': ['1,946.1', '29.4', '1,075.2', '2021', '30 38', 'March 2024', '2021 2022 2023', '17233', '18206', '3776 5517', '0.8 21', '28 21', '30 30', '35 49']}"
"Internal Energy Consumption  Classification Unit 2021 2022 2023  Fuel 597,222 530,342 479,022  Steam 111,031 93,726 86,777  Energy consumption MWh  Electricity 1,513,731 1,226,227 1,248,280  Total 2,221,985 1,850,296 1,814,079  Fuel 2,150 1,910 1,724  Steam A400 337 312  Energy consumption TJ  Electricity 5,449 A4A14 4,A94  Total 7,999 6,661 6,531  Non-renewable energy consumption target 2,161,436 1,752,197 1,689,251  Wind power 64,586 58,961 64,315  Biomass - - A458  EACs  Other - - 386  Subtotal 64,588 58,961 65,159  Solar power - 4,840 12,534  Renewable Wind power MWh - - 10,000  ener’ Pers vy Other - 31,946 33,576 consumption  Subtotal - 36,786 56,110  Total self- Solar power 5113 4,336 5141  generated  renewable  energy Subtotal 5113 4,336 5141  consumption  Total 69,701 100,083 126,410  Renewable energy conversion rate % 46 8,2 10.11 C Overview Environmental Social Governance Appendix oO eG < >)  Energy Intensity  Classification Unit 2021 2022"" 2023  Energy intensity TJ/USD 100 million 12.38 10.30 10.13  * Correction of 2021 and 2022 data due to changes in data calculation methodology  GHG Emissions (Scope 1/2)  Classification Unit 2021 2022"" 2023  Direct GHG emissions Korea 172,867 109,942 74773  (Scopel) Overseas 159,857 155,307 134,174  (Scope2) Overseas tcO,eq 494,082 437816 448125  Total(Scope 1+2) Korea + 1,151,963 927561 874,231 Overseas  GHG emissions Korea +  (Scope1+2) target Overseas 1193139 1,053,000 923,000  GHG emission intensity Korea + tCO,eq/USD 1783 14.35 13.56  (per unit) Overseas million  * Partial correction of 2022 data due to changes in data calculation methodology  GHG Emissions (Scope 3)""  Classification Unit 2021 2022 2023  Total tCO,eq 66,358,720 64,136,060 70,225,133  * Detailed emissions by category within Scope 3 are provided in the 'TCFD Report’ on page 144.","{'numbers': ['530,342 479,022', '93,726 86,777', '1,226,227 1,248,280', '2,221,985', '2,150', '1,724', '337 312', '5,449', '7,999 6,661 6,531', '2,161,436', '1,689,251', '64,586 58,961', '64,315', '10,000', '31,946 33,576', '56,110', '5113', '4,336', '4,336', '69,701 100,083', '2023', '2023', '172,867', '109,942', '159,857 155,307 134,174', '494,082', '14.35 13.56', '66,358,720 64,136,060 70,225,133', '144'], 'metrics': ['874,231', '1,053,000 923,000  GHG'], 'dates': ['2021 2022 2023  ', '46 8,2 10.11', '2021 2022', '2021', '2022', '2021 2022', '437816 448125', '927561', '1193139', '2022', '2021 2022 2023']}"
