esg_text,country,industry,company,year,labels
"Fullerton Health Singapore believes in creating opportunities for lifelong employment and learning for senior citizens, while continuing to retain their extensive knowledge and experience within the company.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"In line with Singapore’s Retirement and Re-employment Act, Fullerton Health Group has offered re-employment contracts to eligible employees who turned 62 as outlined in our retirement and re-employment policy.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"As of FY2023, a total of 37 individuals ranging in age from 62 to 78 have secured re-employment.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"These individuals hold positions in across our clinics, operations departments, administrative offices and customer service teams.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Training and Development [GRI 403-5, 404-2] Training Programmes to Develop Employees TRAINING CATEGORIES TRAINING TOPICS WHAT IT COVERS?",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"General Department's Competency Plan Infection Control Clinic Disinfection SOP Protocol Medical Waste Management Hand Hygiene and Personal Protective Equipment Occupational Health Clinic Ergonomics Elective learning curriculums that are mandatory Personal Data Protection Act (“PDPA’) Standard Operating Procedure (“SOP”) sharing Incident Reporting Framework Proper chemical use for disinfection Frequency and technique in wipe down and disinfection Knowledge of microbials The hazards of healthcare waste The safe procedure for dealing with chemical, pharmaceutical and radioactive waste, and sharps The proper waste segregation, handling, packaging, transportation, and disposal Handling medical items and sharps To define Infection Prevention and Control (IPC) Procedures and Standards administered by staff at Fullerton Health premises, e.g., clinics, offsite operations and other ancillary services such as physio, occupational, hand therapy, rehabilitation services; radio imaging service and emergency ambulance services.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
Clinic ergonomics and set-up Needle stick prevention / SOP Occupational First Aid courses for nurses 2 FULLERTON HEALTH SUSTAINABILITY REPORT FY2023 FULLERTON HEALTH SUSTAINABILITY REPORT FY2023 | sat practising licenses to uphold the professional standards of our registered medical practitioners.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Employees are also able to access wider range of programmes through platforms such as LinkedIn Learning and National Library Board, which Fullerton Health has subscriptions to.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"In 2023, we also held a sustainability workshop for our employees, to educate and equip them on the importance of sustainability for Fullerton Health and how it is linked to their various roles and responsibilities within the company.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
SUSTAINABILITY WORKSHOP We held a sustainability workshop for our Singapore and regional employees to encourage them to champion sustainability from the bottom up.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Through the short and interactive session, the trainers sought to link sustainability to their day-to-day work.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
Group discussions were held to allow employees from each department to understand the sustainability-related challenges and perspectives of their fellow colleagues.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Overall, the session was key in helping everyone understand the need to play a part in supporting Fullerton Health’s pursuit of becoming a sustainable company.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"® Philippines Workers’ Health and Safety Health and Safety measures [GRI 403-1, 403-2, 403-3, 403-7, 403-8, 403-9, 403-10] Fullerton Health Philippines’ policies on occupational health and safety are based on national standards and aligned with the mandates and guidelines of the Department of Labour and Employment (“DOLE”) and the Occupational Safety and Health Centre (“OSHC”).",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
All employees are covered by the company’s policies on occupational health and safety.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
They are also covered by government policies for work-health concerns.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"The health and safety of our employees are of the utmost importance, and we are fully committed to providing them with a hazard-free workplace.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"In line with this, regular safety inspections are conducted to identify and address potential hazards that may threaten the health and safety of our people.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
Work-related incidents are reported through the company’s official incident reporting form processed by Enterprise Risk Management and Compliance (“ERMC”) Department.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"For any occupational health and safety incidents, the Health, Environment, Safety, and Security (“HESS”) committee will conduct an investigation and provide recommendations to address the concern.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Additionally, the HESS committee is responsible for monitoring the outcomes of work-related incidents.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"With these worker health and safety measures in place, there were no recorded cases of fatalities from work- related ill health and injuries.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
This applies to both employees and workers who are non-employees but their work and/or workplace is controlled by Fullerton Health Philippines.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"WORK-RELATED ILL HEALTH AND INJURIES NUMBER OF CASES IN 2023 Fatalities for employees as a result of work-related ill health 0 Number of cases of recordable work-related ill health for employees 0 Fatalities for non-employees as a result of work-related ill health 0 Number of cases of recordable work-related ill health for non-employees 0 As stated in the Work Health, Safety, and Security provisions of our Standards of Ethical Conduct, all employees are oriented on safety rules and practices.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
It is our duty to know these rules to further ensure the safety of everyone in the workplace and enhance the overall wellbeing of our people.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Additionally, our Human Capital Management Development (“HCMD”) department supports in providing key benefits and wellness programmes for employees, such as such as Annual Physical Exam (“APE”), vaccination, exercises, random drug testing, health lectures, and others.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"We have implemented dedicated on-site clinics where an Occupational Health Physician and Nurses are deployed to ensure the prevention, diagnosis, or treatment of ailments or injuries incurred at work or APE.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"In our clinics, we can immediately treat minor illnesses, provide clearance to employees after sick leave and conduct check-ups for early detection of illnesses.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"With the conduct of APE, this program has enabled the company to identify health risks and develop programmes to address these concerns.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"MAJOR HAZARD IDENTIFIED HAZARDS AND RISK CONTROL 5S Concerns Regular safety inspections are conducted to closely monitor the implementation of 5S, good housekeeping and Clean Desk and Workspace policies.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Should there be any findings or in cases that existing findings were not addressed, corresponding memos and reports are released to the respective business units.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
Improper work posture Ergonomic exercise videos and campaign materials were released to promote the health and safety of our employees.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Increase Awareness on Health and Safety [GRI 403-5] To further reinforce our initiatives to promote the health and safety of our people, Fullerton Health Philippines provides Basic Occupational Safety and Health training and other relevant trainings to our identified safety officers and members of the response team.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
This aims to assist them in the performance of their duties and tasks.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Further, all employees are likewise mandated to attend the health and safety seminar to raise their awareness on Environmental Health and Safety matters.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
Ysa FULLERTON HEALTH SUSTAINABILITY REPORT FY2023 FULLERTON HEALTH SUSTAINABILITY REPORT FY2023 a [GRI 403-6] We provide opportunities for staff to participate in activities that promote a culture of health and wellness in the workplace.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Engaging in such activities among staff also facilitates camaraderie among colleagues, strengthens team dynamics, and creates a positive work environment where employees feel supported in their efforts to lead a healthy lifestyle.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
ENABLING ACTIVE LIFESTYLE AT WORK Fullerton Health Philippines is committed to promoting the physical wellbeing of our employees both in and out of the office.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"We believe that a healthy body contributes to a healthy mind, and we are dedicated to supporting our employees in their fitness journeys.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"In 2023, we offered various avenues to stay active, including: - Zumba Sessions: Held after office hours, these sessions provide a fun and energetic way to stay fit and reduce stress.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
#NAME?,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
STRENGTHENING MENTAL HEALTH SUPPORT SERVICES TO OUR EMPLOYEES WITH COMPSYCH Fullerton Health Philippines also partnered with ComPsych to provide mental health support services for their employees.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"ComPsych is the world’s largest provider of Employee Assistance Program (“EAP”), which aims to support employee and their family members in addressing and managing life challenges.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Aside from the benefits to the employees, this also helps us to minimise workforce issues and maximize employee productivity at the same time Parental Leave Benefits [GRI 401-3] Fullerton Health Philippines is dedicated to supporting the welfare of its employees and their families.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
In compliance with several local laws in the Philippines (such as Republic Act No.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"8187: Paternity Leave Act of 1996, Republic Act No.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"11861: Expanded Solo Parents Welfare Act, and Republic Act No.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"11210: Expanded Maternity Leave), we provide comprehensive parental leave benefits.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"These policies ensure that our employees have the necessary time to bond with and care for their children, reinforcing our commitment to family welfare and work-life balance.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"FY 2023 PARENTAL LEAVE MALE FEMALE Total number of employees that were entitled to parental leave, by gender 599 809 Total number of employees that took parental leave, by gender 34 18 Total number of employees that returned to work in the reporting period 34 16 after parental leave ended, by gender Total number of employees that returned to work after parental leave ended 35 68 that were still employed 12 months after their return to work, by gender Return to work rates*?",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"of employees that took parental leave, by gender (%) 100 97 Retention rate*?",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"of employees that took parental leave, by gender (%) 95 88 In 2023, close to 100% of our employees who took parental leave returned to work after their leave ended.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"In addition, the retention rate of our employees who took parental leave the previous year was 95% and 88% for male and female respectively.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
These figures highlight the smooth transition back to work and the caring environment we have fostered at Fullerton Health Philippines.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
We continue to work towards improving the support that our employees receive as they resume their professional duties after taking parental leave.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
Offering Late Retirement Options for Our Senior Employees [GRI 404-2] Fullerton Health Philippines recognizes the value of an employee’s experience and its contribution to a successful business.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Similar to our Singapore counterpart, Fullerton Health Philippines also seeks to continue supporting our senior staff as they near their retirement age.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"As such, we have in place a late retirement option, where employees may choose to continue their service beyond the normal retirement age of 60.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
This is outlined in our Retirement Plan Policy.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"The late retirement option allows our experienced employees to continue supporting Fullerton Health Philippines operations with their wealth of knowledge and skills, while allowing them to remain active and supporting themselves.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Moreover, these seasoned professionals can continue offering their invaluable guidance to younger staff and transfer critical expertise, contributing to the long-term sustainability and growth of the business.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
22 Refer to our Reporting Methodology section for more details.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
23 Refer to our Reporting Methodology section for more details.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
N50 FULLERTON HEALTH SUSTAINABILITY REPORT FY2023 FULLERTON HEALTH SUSTAINABILITY REPORT FY2023 | ort General Customer Experience « Alignment of one’s purpose with the Training Programmes to Develop Employees Champion Training organisation's purpose ¢ Sharing of one’s personal purpose Fullerton Health Philippines’ talent development policy underscores our commitment to supporting ongoing Ld tavercte ling BSNL experience In ae Fullerton Health Philippines education initiatives for our employees.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Whether through company-sponsored programmes or employee- driven learning opportunities, we recognise the value of equipping our workforce with the necessary tools * Self-management, resilience and and knowledge to thrive in an ever-evolving business landscape.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"fore leiniSr Ip MENTE HEC MINUES when dealing with challenges « New ways to improve the customer’s journey and strengthen the relationship with Fullerton Health Philippines In 2023, we monitored our completions for Customer Champion training, Compliance Training, and other employee development programmes, with completion rates being monitored via our internal Performance System.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"In addition, the completion rates of critical modules are a key performance indicator which impacts the performance assessment of Line Managers.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Learning modules for Core and Leadership Competencies are identified and selected by our Talent and CompTIA Pen-test + * Applicable laws and policies, «ce _ , Certification Exam including principles of governance, Development team.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Specific training and programmes that were internally held and funded by Fullerton risk, and compliance Health Philippines are listed on the next page.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"CEMT Training for ¢ Introductory program and New Hires common understanding with HMO terminologies, products, services Executive Coaching ¢ This program helps newly promoted & Mentoring executives to transition to a new role or identified as successor for an executive role Employee Living a Successful and * Seven habits that help them achieve Wellness Effective Life the results they want in life, both professionally and personally Occupational Health Basic Occupational ¢ Importance of safety practices and Safety and Health basic concepts of occupational Training safety expectations Communication Effective Business « Discussion on grammar, sentence English and Writing construction, word usage, language Communication precision, and style * Guidance in writing reader-centred, organized, and logical materials Data Governance Data Analytics Training « Various modules on data analytics to equip employees in processing raw data, leveraging data analytic tools, and using data in management decision-making Nse FULLERTON HEALTH SUSTAINABILITY REPORT FY2023 FULLERTON HEALTH SUSTAINABILITY REPORT FY2023 ) sot for Fullerton Health Philippines employees, with an 2073 hours of training WHY IT MATTERS UNSDGs SUPPORTED average of 0.57 training hours?4 per employee.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Fullerton conducted for Fullerton Health Philippines continue to provide opportunities and Health Philli ines support for our employees to train and upskill as they Pp Fullerton Health Group understands the importance of delivering high- progress in their careers, fostering a culture of lifelong employees quality care and services for our patients.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
Time efficient and quality learning and continued development of their skills.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
healthcare delivery can expedite patients’ recovery time and improve overall results of their healthcare treatment.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"By swiftly attending to their needs and enhancing their wellbeing, we increase satisfaction with our services and strengthen their trust and confidence in us.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
The delivery of top-tier healthcare services can also serve to limit the spread of infectious diseases within the communities we serve.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"This, in turn, contributes remarkably to the improvement of both individual and community health.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Policies, Procedures and Certifications®° > Risk and Control Self - Assessment Policy and Procedure ISO 9001 Quality Management System Compliance Management Policy vvv Register of Compliance Obligations 2023 Targets and Progress ui §=©@ Achieved @NotAchieved © Partially Achieved @ Zero incidents of needle-stick injuries for patients ® Zero incidents of dispensing error @ Less than five customer complaints received?é Looking Forward In line with our goal to provide quality healthcare across the regions we operate in, Fullerton Health Group will continue to foster a caring and safe work environment that empowers our employees and supports the consistent delivery of high standards of healthcare services to our patients.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"We are dedicated to enhancing our employee wellbeing programmes, seeking ways to further develop and support our employees in their professional development and enforcing high standards of safety practices in our workplace.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
24 Refer to our Reporting Methodology section for more details.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"25 Some policies, procedures and certifications may be applicable to certain regions due to region-specific regulatory requirements and operational purposes.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
26 This target is currently only relevant to Fullerton Health Philippines.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
Fullerton Health Singapore is currently in process of establishing a comparable target.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
Yoo FULLERTON HEALTH SUSTAINABILITY REPORT FY2023 FULLERTON HEALTH SUSTAINABILITY REPORT FY2023 ott Upholding Standards in Delivery of Patient Care L; E ’ A D ; isten mpathize ddress elight Fullerton Health Singapore utilises the Clinical Quality and Governance (“CQG’) framework to guide us in our We LISTEN to our We EMPATHIZE.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
We take initiative We DELIGHT our health care service delivery.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
This framework outlines the roles and responsibilities of personnel overseeing customers attentively Understand and share iKe) find the best customers by exceeding clinical quality and internal processes that ensures the highest level of patient care delivered.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"the feeling of our possible solution his/her expectations customers and to ADDRESS and to create a positive 7 put ourselves customers’ needs emotional reaction, and In addition, Fullerton Health Singapore has also established standard operating procedures across day-to-day in their and follow up this will lead operations, incident reporting and for service quality, to ensure patient wellness and safety is considered.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"shoes accordingly to positive word-of- mouth MEDICAL STANDARD SERVICE QUALITY INCIDENT OPERATING PROCEDURE ASSURANCE REPORTING Our staff members adhere to We have established a patient In the event of an incident, the following when carrying out registration and triage system at Clinical Managers or Supervisors their day-to-day operations all healthcare sites, allowing us are to take the following actions oo.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
a.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"to understand the nature of the within 24 hours: « Patient identification | ae a patient’s visit and prioritise their , i.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
", 1.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
; ¢ Conduct an investigation to * Patient and family rights treatment accordingly.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"ii RECEIVING CUSTOMER SATISFACTION FEEDBACK OF OUR AON CARE HOTLINE ae elicit the root cause and responsibilities Our Clinic Risk Management * Communicate, where ¢ Incident reporting i - ; Me Con eee CCRMC”) ely pgale ole WAM Ell EINES Since November 2022, we have launched a post-call survey via SMS after every answered call via Aon Care ¢ Infection control standard is in-charge of addressing * Circulate the approved Hotline.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
Customers will be asked to share how satisfied they were with our service and how their experience was.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"corrective actions to medical practitioners and staff and managing any feedback, « Needlestick/ sharps concerns or complaints received.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
Injury Protocol FHG Survey Thank you for calling us at 62252333.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
Your feedback HEPES is Important and we would love to hear about your Hho abtared were mos eet ow were tocay!,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
recent experience with us How satisfied were you with our service today?,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"0 service tatay Proane cawtt We renean ter pene fey [letect one wt mere) We also adhere to the best practices stipulated in the Infectious Diseases Act and in compliance with the Thank you for calling We value infection prevention and control guidelines and standards, as well as the directives for review of serious your feedback.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
Please rate our service o 989 &@ @& 8 sesibbtenanicenadiian reportable incidents for prescribed healthcare institutions by Singapore’s MOH.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"ribs preted aa ren | aw | Understanding Our Patients Needs More than 6,500 survey responses were gathered in 2023 and 92% of surve and Going Beyond BINNEY) West were g | 6 of survey respondents rated their experiences as “Satisfied” or “Very satisfied”, reflecting the positive experience with the Aon Care Hotline in dealing with their queries.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
Understanding our patients’ needs and comfort is integral to providing exceptional service.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Fullerton Health adopts the L.E.A.D framework — Listen, Empathise, Address and Delight — as our roadmap in service delivery.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"This roadmap is aligned with our organisation’s shared value, and it outlines the steps we need to take to provide health services that meets each patient’s needs.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"2” Consists of Environmental Risk Management (“ERM”) and Clinical Quality Governance (“CQG’”) members, business leaders and practicing clinicians ce FULLERTON HEALTH SUSTAINABILITY REPORT FY2023 FULLERTON HEALTH SUSTAINABILITY REPORT FY2023 | oat deployed various training sessions and modules for medical practitioners and healthcare personnel.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Through the development of our team, we strive to instil the appropriate conduct, skill sets and knowledge necessary to deliver .",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
i.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"f, velop 4 aa y he PPropri ee wees ry v Our commitment is driven by our Mission, Vision and Values.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
We follow local government and DOH regulatory the human-centred care and attention across all settings.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
TRAINING TOPICS WHAT IT COVERS?,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"TARGET PARTICIPANTS General Training Module Specialised Training Module fe) O00 12 training sessions conducted for clinical service staff * Service quality * Clinical services e-training « Dispensary Management/ Dispensing Technique « Phlebotomy ¢ Basic Cardiac Life Support + Automated External Defibrillation (“AED”) * Cardiopulmonary resuscitation + AED ¢ Life support course for nurses ¢ N95 respirator mask fitter workshop Q)) 627 participants O O O attended the CQG training ott Wt Wl programmes « All employees « All employees * Clinic Staff * Selected Clinic Staff ¢ Medical/nursing staff * Clinic staff ¢ Nursing staff * All frontline clinic staff 95» of participants felt that the trainings were useful for their work compliance, clinical practice guidelines and company policy and procedures in the way we operationalize the health & safety of our patients, employees, products and services.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
We have a proactive approach in responding to the needs of our patients.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"To better support our clients and promote long-term health, we developed a comprehensive Chronic Disease Management Program.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"This initiative is designed to provide specialised care and resources for patients grappling with chronic illnesses, while also implementing preventive measures to help other clients avoid these conditions.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"In addition, we have opened a wellness clinic, offering a holistic approach to health that emphasizes preventive care, lifestyle management, and early intervention.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Our stand-alone rehabilitation medicine and physical therapy services are now available to assist patients in recovering from injuries, surgeries, and other conditions requiring physical rehabilitation.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Lastly, we have expanded our multi-speciality clinics to include a wider range of medical services.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"This expansion features new types of physicians across various specialties, an enhanced array of diagnostic tests, and a comprehensive suite of medical and surgical procedures.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"These additions ensure that our clients have access to a broad spectrum of healthcare services under one roof, providing convenience and continuity of care.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Understanding Our Patients Needs and Going Beyond Fullerton Health Philippines is deeply committed to serving our clients with excellence, prioritizing their wellbeing through comprehensive and innovative healthcare solutions.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
Our dedication to client satisfaction and health is the cornerstone of our mission.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"In line with this, Fullerton Health Philippines has initiated the development of a clinic system solution in the multi-speciality clinics to improve patient experience, staff efficiency and medical records keeping.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"We also seek to improve our teleconsulting system, IT help desk, petty cash system, electronic medical record system, diagnostic result system, client relation management system, and Aventus providers portal system.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"By staying at the forefront of medical advancements, we ensure that our clients receive the best possible care in support of their long-term health and wellbeing.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"At Fullerton Health Philippines, we believe that listening to our clients is fundamental to providing high-quality healthcare.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"By actively engaging with and understanding the needs, preferences, and feedback of our clients, we ensure that our services are not only effective but also aligned with their expectations and experiences.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"In line with this, we have initiated the development of a clinic system solution in the multi-speciality clinics to improve patient experience, staff efficiency and medical records keeping.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
We also have grievance mechanisms that enable our customers to file their concerns and/ or complaints via email or letter.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Each submission is thoroughly investigated, and appropriate corrective actions are taken regarding processes or personnel when necessary.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"This system ensures quality assurance and drives performance improvement through effective incident management, including the implementation of corrective measures and continuous enhancements.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"This resulted to continuous learning and improvement in communication, customer service, and efficient care delivery process.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Nea FULLERTON HEALTH SUSTAINABILITY REPORT FY2023 FULLERTON HEALTH SUSTAINABILITY REPORT FY2023 | ost In 2023, Fullerton Health Singapore had no incidents of non-compliance resulting in a fine or warning concerning health and safety.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"However, there were recorded cases of needle-stick injuries and dispensing errors which were identified via our monitoring processes within the organisation.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"These monitoring processes are crucial in helping us identify operational deficiencies and enable us to implement corrective measures, including intensified auditing across all clinics, improved workflows and staff training to verify the expiry date of drugs before administering them.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"We also identified all drugs nearing expiry within a month, isolated them and placed them under quarantine.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"® Philippines Similarly, Fullerton Health Philippines did not have any incidents of non-compliance resulting in a fine or warning concerning health and safety in 2023.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"In addition, we had achieved our goal of receiving less than five complaints and have responded promptly to the complaints we have received from patients.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"In the next years, we are eager to continue upholding our commitment to our patients’ wellness and seeking ways to measure our progress.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Zero incidents of non-compliance resulting in fine or warning concerning health and safety for patients Looking Forward Moving forward, Fullerton Health Group will continue to uphold high standards across its operations and work to minimising future cases of medical errors.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"To uphold safe and quality patient care, Fullerton Health Group will implement further protective measures and targeted actions in the upcoming years to ensure the provision of safe and exceptional care for our patients.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"As a responsible healthcare organisation, Fullerton Health Group recognises our duty to do good and give back to the wider community.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
At least half of the world’s population lacks access to essential health services and households are being pushed into poverty due to the cost of healthcare.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
The provision of affordable and accessible healthcare for all is pressing and demands attention.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
The United Nations has established the goal of Universal Health Coverage by 2030 to prompt countries to facilitate access to quality healthcare for all.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"By providing our communities with the necessary support, we can build stronger and healthier communities, which are essential to combat global health threats.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Beyond healthcare support, the Group also seeks to support other disadvantaged communities by using our business as a force for good.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
We work towards making a difference in people’s lives through impactful community initiatives.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"To do so, we leverage strategic partnerships with local constituencies, non-profit organizations, social enterprises, and government bodies, collaborating with them on various community projects.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"These partnerships are key to better understand the varied needs of the communities across different regions and localities in which we operate, and we seek to maintain good relationships with them.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Through these collaborations, we can share knowledge and exchange best practices, enhancing and amplify the credibility and impact of our initiatives in supporting the community.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
2023 Targets and Progress @ Achieved @NotAchieved © Partially Achieved @ Two local community engagement projects with active employee participation”?,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
