esg_text,NER_Results
"LG Electronics joined the Science Based Targets initiative to validate its carbon neutrality goal, and in 2023 Reputation _ High capital by failing to meet the expectations of investors, who .","{'numbers': [], 'metrics': [], 'dates': ['2023']}"
"joined the RE100 initiative, LG Electronics manages reputational risks from investors, stakeholders, and by disclosing perceive climate change action as an important investment os investment and factor annual progress on its implementation roadmap.","{'numbers': [], 'metrics': [], 'dates': ['annual']}"
"transaction risks  Risk Assessment and Preparedness Enhancing Facility Safety Strengthening Cooperation  The frequency and intensity of natural disasters are increasing «Conduct regular risk assessments —- Increase investments in facility - Strengthen cooperation with relevant  due to climate change, and natural disasters, especially (annually) safety: waterproofing, rainwater organizations including the National  tropical cyclones, can directly damage an organization's - Regularly evaluate preparedness storage facilities, strengthening Weather Service, local governments,  Costs incurred Short production facilities, buildings, and other assets in a short for major hazards such as typhoons, — building structure etc.: share the latest weather  Acute due to asset Medium term period of time.","{'numbers': [], 'metrics': [], 'dates': ['annually']}"
"- Prepare emergency response information, cooperate on disaster  damage plant in Changwon, Korea, which is vulnerable to typhoons - Continuously improve risk manual and conduct training: response  and heavy rains during the summer season.","{'numbers': [], 'metrics': [], 'dates': ['the summer season']}"
"In the short term, | assessment and preparedness Evacuation procedures, fire - Cooperation with local communities:  severe damage from typhoons due to extreme weather is system to reflect climate change extinguishing drills, first aid drills, assist in evacuating residents and  expected, scenarios etc.","{'numbers': ['first'], 'metrics': [], 'dates': []}"
"Bottom-Up Risk Identification and Assessment  At the asset level, we define risks and opportunities to be managed on a daily basis, and at the operational level,  we manage their implementation status on a monthly basis based on internal regulations around the environment,  safety, and energy/GHG.","{'numbers': [], 'metrics': [], 'dates': ['daily', 'monthly']}"
"This is based on the ISO 50001 Energy Management System and is managed under daily,  monthly, and annual plans by applying the continuous improvement cycle of ISO 50001's Plan, Do, Check, Act.","{'numbers': [], 'metrics': [], 'dates': ['monthly']}"
Definition of Major Risks  LG Electronics classifies climate change risks into two main categories: business impacts and reputational impacts  related to social awareness.,"{'numbers': ['two'], 'metrics': [], 'dates': []}"
"Impact on LG Electronics by Scenario and Countermeasure  LG Electronics conducted a quantitative and qualitative analysis of climate change risks and opportunities using  the NZE 2050 and NCD transition scenarios as well as the RCP” 1.3, RCP 2.6, and RCP 8.5 scenarios to derive  climate change risks and opportunities and establish mid- to long-term responses.","{'numbers': ['1.3', '2.6', '8.5'], 'metrics': [], 'dates': ['2050']}"
"We are also establishing risk  and opportunity analysis and response plans for each scenario over the short term (0-3 years), medium term (3-  10 years), and long term (10-25 years) within a scope that includes LG Electronics’ production sites, supply chain  (upstream), and the product use stage (downstream).","{'numbers': [], 'metrics': [], 'dates': ['0-3 years', '10 years', '10-25 years']}"
"1) RCP: Representative Concentration Pathways  NZE 2050 (Net Zero by 2050) scenario  by 2050 to limit the increase in the global average temperature to 1.5°C by 2100, thereby averting global climate This scenario proposes a path towards achieving carbon neutrality  change.","{'numbers': ['1', '1.5'], 'metrics': [], 'dates': ['2050', '2050', '2050', '2100']}"
The NZE 2050 scenario offers a narrow but achievable path towards this goal.,"{'numbers': [], 'metrics': [], 'dates': ['2050']}"
"Specifically, it proposes  a global reduction of carbon dioxide emissions by at least 45% from 2010 levels by 2030.","{'numbers': [], 'metrics': ['at least 45%'], 'dates': ['2010', '2030']}"
"In response, LG  Electronics has set a target of reducing GHG emissions by 54.6% by 2030 from 2017 levels to meet the 2030  emission reduction plan based on the NZE 2050 scenario, and has completed verification from SBT.","{'numbers': [], 'metrics': ['54.6%'], 'dates': ['2030', '2017', '2030', '2050']}"
"(Source: Net Zero by 2050 - A Roadmap for the Global Energy Sector, 2021)  NDC (Nationally Determined Contributions) scenario | NDC (Nationally Determined Contributions) are national  greenhouse gas reduction targets set by participating countries in accordance with the Paris Agreement.","{'numbers': [], 'metrics': [], 'dates': ['2021']}"
"Korea,  where LG Electronics’ headquarters and major production sites are located, has enacted the Framework Act on  Carbon Neutral Green Growth with the goal of achieving national carbon neutrality by 2050.","{'numbers': [], 'metrics': [], 'dates': ['2050']}"
"As part of this effort,  Korea has set a goal of reducing greenhouse gas emissions by 40% by 2030 compared to 2018 levels (including  an 11.4% reduction in the industrial sector), and has voluntarily proposed efforts to reduce emissions, respond to  climate change, provide financial resources, develop technology and capacity, and increase transparency.","{'numbers': [], 'metrics': ['40%', '11.4%'], 'dates': ['2030', '2018']}"
(Source: UNFCCC and government sites for national NDCs) C Overview Environmental Social Governance  2) Physical Scenario  RCP 1.9 scenario  rise to below 1.5°C compared to pre-industrial levels.,"{'numbers': ['2', '1.9', '1.5'], 'metrics': [], 'dates': []}"
"(Source: IPCC 1.5°C Special Report, 2018) This scenario proposes achieving net-zero by 2050 to curb the global average temperature  RCP 2.6 scenario  to about 420 ppm of CO2 by 2100.","{'numbers': ['1.5', 'net-zero', '2.6', 'about 420'], 'metrics': [], 'dates': ['2018', '2050', '2100']}"
The RCP 2.6 scenario proposes that the international community use rapid The scenario is to limit atmospheric GHG concentrations from humanity's use of fossil fuels  and differentiated reduction measures by 2030 to curb global average temperature rise to below 2°C compared  to pre-industrial levels.,"{'numbers': ['2.6', '2'], 'metrics': [], 'dates': ['2030']}"
"(Source: IPCC Fifth Assessment report, 2014)  RCP 8.5 scenario  and rapid and ambitious goals and strategies are not pursued, the global average temperature rise is expected to In this scenario, if current policies and efforts to cope with climate change are insufficient  reach 3-7°C by 2100.","{'numbers': ['8.5', '3'], 'metrics': [], 'dates': ['2014', '2100']}"
"In particular, the RCP 8.5  scenario highlights the physical risks from global warming, including damage to coastal businesses due to sea level  rise, regional water resource depletion, and severe wind and water damage.","{'numbers': ['8.5'], 'metrics': [], 'dates': []}"
"We are increasing investments that will improve our ability to respond to physical risks from severe  natural disasters, and recognize the need for additional voluntary efforts beyond our carbon neutrality goal in  2030.","{'numbers': [], 'metrics': [], 'dates': ['2030']}"
"GHG Reduction Goals for Implementing Carbon Neutrality  Based on a 1.5°C scenario, LG Electronics has set a GHG reduction target of 54.6% by 2030 compared to 2017  levels in accordance with SBTi criteria, and has completed SBTi verification of its 2021 GHG reduction target by  setting a scientific target that takes into account macroeconomic variables.","{'numbers': ['1.5'], 'metrics': ['54.6%'], 'dates': ['2030', '2017', '2021']}"
"Scope 1, 2: 54.6% reduction in GHG emissions by 2030 compared to 2017 (SBTIi verified in 2021)  GHG Emissions (Scope 1, 2)  Classification Unit 2021 2022"" 2023  Direct GHG emission Korea 173 110 75  (Scope 1) Overseas 160 155 134  Indirect GHG emission Korea 1,000 tCO,eq 325 224 217  (Scope 2) Overseas 4QA 438 AAB  Total (Scope 1+ Scope 2) 1152 928 874  1,000 tCO.eq/  USD billion GHG emission intensity (per unit) 17.83 14.35 13.56  * Correction of data due to changes in the processing of significant figures  - Applicable business sites  - Korea: Business sites operated in Korea under the control of LG Electronics  - Overseas: LG Electronics’ overseas production sites (30 locations)  - Verification principles and criteria  - Korea: Guidelines for emissions reporting and certification in GHG emissions trading systems, Verification guidelines for GHG trading system  operations  - Overseas: ISO 14064-3:2006 (GHG - Part 3: Specification with quidance for the validation and verification of greenhouse gas assertions)  - Verification methods  - Korea: LG Electronics GHG emissions and energy usage statement, LG Electronics GHG data management and collection, emissions calculation  and reporting process  - Overseas: LG Electronics GHG emissions report, LG Electronics GHG data management and collection, emissions calculation and reporting process  2020 (verified by SBTi in 2021)  LG Electronics conducted calculations for all categories of Scope 3 from 2023 to the first half of 2024.","{'numbers': ['1', '2', '2', '2023', '173', '1', '160', '155', '1,000', '325', '438', '1', '928 874', '17.83', '14.35 13.56', '30', '3'], 'metrics': ['54.6%'], 'dates': ['2030', '2017', '2021', '2021 2022', '1152', '2020', '2021', '2023', 'the first half of 2024']}"
"GHG Emissions (Scope 3)  Category Materiality” Coverage Unit 2021 2022 2023  Purchased Tier 1 suppliers  Category il goods and H within 90% of total 2,965,535 2,790,017 2,807,879  services purchase cost  Tangible assets  Category2 Capital goods L newly acquired in - - 400,997  the reporting year  Fuel and energy  Fuel and used by business  Category3 = energy related L sites excluding - - 135,070  activities Scope 1 and 2  emissions  Based on incoming  parts in 2023  (missing weights, tCO,eq  Category 4” noe ar excluding outliers ‘ - - 1,794,560  P (3.5%))+ product  distribution  (including 90%+)  Waste  Category5 generation in L All waste generated - - 12,769  ; locally and globally operations  ie}  Category6 Business travel L Over 95% of 11,538 19,746 46,073 business travel data  Employee - - Category 7 commuting L All employees 78,055  Category 8 Upstream L All upstream leased - - 65,377  leased assets assets C Overview Environmental Social Governance ESG Data oO fe < >)  Category Materiality” Coverage Unit 2021 2022 2023  Downstream  CaHEg Ory © transportation L : 7 7 ""  Processing of All intermediate - -  Cenegiany Ue sold products L products 37,810  a) Use of sold Excluding less Category 11 products H than 1% of sales or 63154027 61,082,416 61,207,842  GHG emissions by  product category  (based on 2021 SBTi  registered data) for  7 finished products  c O End-of-life F 4 (residential air 1153377  SMEG ON) ogee ° conditioners, system ” ” nen  sold products air conditioners,  TVs, monitors, co  washing machines, tLO,eq  refrigerators, and  dryers)  Downstream All downstream  Category 13 leased assets L leased assets : : 3,005  Category 14 Franchises L N/A N/A N/A N/A  Subsidiaries,  affiliates, and  Category 15 Investments H joint ventures not - - 2,482,319  included in Scope 1  and 2  Total 66,358,720 64136060 70,225,133  1) L (Low) if the category's carbon emissions contribution is less than 1%, H (High) if it is 1% or more.","{'numbers': ['2,965,535', '2,807,879', '135,070', '2', '3.5%))+', '90%+', '12,769', '11,538', '19,746 46,073', '78,055', '65,377', '7 7', '37,810', '63154027', '3,005', '2,482,319'], 'metrics': ['90%', 'L Over 95%', '61,082,416 61,207,842  GHG', 'less than 1%', '1%'], 'dates': ['2021 2022 2023', '2023', '2021 2022 2023  Downstream  CaHEg Ory', '2021', '1153377']}"
"2) Up to 2023, we collected and managed data offline, but in 2024, we introduced a data collection and management system for suppliers, provided  training, guidance, and support to key suppliers, and worked to correct errors in previous data collected from suppliers (numerical entry, unit  conversion, scope adjustment, etc.) and made corrections to the data for 2021, 2022, and 2023.","{'numbers': ['2'], 'metrics': [], 'dates': ['2023', '2024', '2021', '2022', '2023']}"
"Due to the limitations in data collection and  disclosure from suppliers, 83% of total purchases in 2023, 88% in 2022, and 83% in 2021 were applied.","{'numbers': [], 'metrics': ['83%', '88%', '83%'], 'dates': ['2023', '2022', '2021']}"
"3) Includes both the supply of components from suppliers to LG Electronics and the distribution of LG Electronics’s final products to customers  4) In 2024, we identified that the heating function of some air conditioner models sold in certain countries was omitted through third-party  verification (DNV) of our calculations, so we recalculated and corrected the carbon emissions.","{'numbers': ['3', '4', 'third'], 'metrics': [], 'dates': ['2024']}"
"Classification Unit 2021 2022 2023  LNG (Korea) 632 548 A96  LNG (Overseas) 948 BA5 615  Non-renewable fuels Goal (ores) ° ° °  Direct GHG emissions Coal (Overseas) 0 0 0  (Scope 1) Other (Korea) 70 67 56  Other (Overseas) 500 A450 557  Subtotal 2,150 1,910 1,724  Solar Power 19 33 64  Wind Power "" 233 212 268  Renewable energy Biomass - - 1  Other - 115 122  Subtotal 252 360 A455  Electricity (Korea) 2508 1736 1,686  .","{'numbers': ['632 548', '948', '500', '1,910 1,724', '19', '233', '1,686'], 'metrics': [], 'dates': ['2021 2022 2023', '70', '67 56', '33 64', '2508', '1736']}"
"Electricity (Overseas) 2,942 2.678 2,808  Energy  Steam (Korea) 397 335 310  Steam (Overseas) 3 2 2  Energy intensity (per unit) TJ/USD 100 million 12.38 10.30 1013  - Applicable business sites  - Korea: Business sites operated in Korea under the control of LG Electronics  - Overseas: LG Electronics’ overseas production sites (26 locations)  - Energy subject to verification: Energy used in combustion facilities and externally supplied power and heat at business sites  Calculation of energy consumption: Based on net calorific value; steam consumption includes steam recovered from waste heat in Korea  - Verification status: Third-party verification was completed  * Changed solar thermal power to photovoltaic energy  ** Changed purchased energy to energy (including self-generation) data  *x* Correction of 2021 and 2022 energy intensity data due to a change in data calculation methodology C Overview Environmental Social Governance ESG Data Appendix oO =| < >)  Goals for 2030 Carbon Neutrality  1.","{'numbers': ['2,942', '2,808', '397', '3', '26', 'Third', '2022', '1'], 'metrics': [], 'dates': ['10.30 1013  - Applicable', '2021', '2030']}"
"54.6% Reduction in GHG Emissions by 2030 Compared to 2017  - Continue to invest in facilities to reduce emissions (initial investment made in 2015, with investments increasing  each year)  — Improve energy efficiency, replace older low-efficiency equipment, etc.","{'numbers': [], 'metrics': ['54.6%'], 'dates': ['2030', '2017', '2015', 'each year']}"
"GHG Reduction by Participating in UN CDM Projects  - Contributed to reducing emissions during the product use stage by expanding the distribution of LG Electronics:  high-efficiency products such as refrigerators and air conditioners in India  - Acquired certification by the UN for emission reduction performance, CERs are being secured  3.","{'numbers': ['3'], 'metrics': [], 'dates': []}"
"Expansion of Renewable Energy  - Aim to achieve 100% renewable energy by 2050  — 100% conversion into renewable energy for US production/sales subsidiaries, logistics, and Brazilian production  subsidiary (2022)  Introduction  DNV Business Assurance Korea Ltd.","{'numbers': ['2022'], 'metrics': ['100%', '100%'], 'dates': ['2050']}"
(“LG Electronics”) to verify  the LG Electronics’ Greenhouse Gas Inventory Report for the calendar year 2023 (‘the report”) based upon a  reasonable level of assurance.,"{'numbers': [], 'metrics': [], 'dates': ['the calendar year 2023']}"
2023-221 of Ministry of Environment)’.,"{'numbers': [], 'metrics': [], 'dates': ['2023-221']}"
Scope of Assurance  The GHG emissions data covered by our examination comprise Direct emissions (Scope 1 emissions) and Energy  indirect emissions (Scope 2 emissions) from LG Electronics’ boundary of the report ;  - Organizational boundary for reporting: Korean business sites of LG Electronics (Fugitive emissions form refrigerant are  included”)  1} Limited level of assurance is only covered for Fugitive emission by purchasing of refrigerant in Direct emissions.,"{'numbers': ['1', '1'], 'metrics': [], 'dates': []}"
"Verification Approach  The verification has been conducted by DNV on February to March 2024 and performed in accordance with the  verification principles and tasks outlined in the guidelines on the operation of GHG ETS (Notification No, 2023-221,  Korean Ministry of Environment) and the verification guideline for GHG ETS (Notification No.","{'numbers': [], 'metrics': [], 'dates': ['February to March 2024', '2023-221']}"
"2021-112, Korean  Ministry of Environment).","{'numbers': [], 'metrics': [], 'dates': ['2021-112']}"
"As  part of the verification process;  - We have reviewed and verified the GHG emissions report for the calendar year 2023  - We have reviewed and verified the process to generate, aggregate and report the emissions C Overview Environmental Social Governance  Conclusions  As aresult of the work described above, in our opinion nothing has come to our attention that would cause us to  believe that the GHG emissions set out in LG Electronics’ report are not fairly stated.","{'numbers': [], 'metrics': [], 'dates': ['the calendar', '2023']}"
"The GHG emissions of LG  Electronics for the year 2023 were confirmed as below,  Greenhouse Gas Emissions of LG Electronics Korean business site for Yr 2023  (Unit: ton CO, equivalent)  LG Electronics  ic, i Total Emission (Domestic, in Korea) otal Emissions Direct Emissions (Scope 1) —_ Indirect Emissions (Scope 2)  Excl.","{'numbers': [], 'metrics': [], 'dates': ['the year 2023']}"
"Refrigerant 30,693 247.852  Incl.","{'numbers': ['30,693'], 'metrics': [], 'dates': []}"
"Refrigerant 74,787* 291,946  * Fugitive emission (44,094 tCO,eq) by purchasing of refrigerant is included in Direct emissions.","{'numbers': ['74,787', '291,946', '44,094'], 'metrics': [], 'dates': []}"
"May 2024  Seoul, Korea DNV Jang-Sub Lee  Country Representative  DNV Business Assurance Korea Ltd.","{'numbers': [], 'metrics': [], 'dates': ['May 2024  ']}"
(“Company”) to perform  third party verification for the Company's Greenhouse Gas Inventory Report (“the report”) in the calendar year  2023.,"{'numbers': ['third'], 'metrics': [], 'dates': ['year  2023']}"
"The Company is responsible for the preparation of the GHG emissions data on the basis set out within the  ‘ISO 14064-1:2018, The GHG Protocol: A corporate reporting and accounting standard and 2006 IPCC Guidelines  for National Greenhouse Gas Inventories’.","{'numbers': [], 'metrics': [], 'dates': ['14064-1:2018', '2006']}"
"Objectives and scope of verification  The purpose of this verification is to present an independent verification opinion on the company's greenhouse  gas emissions, and the scope of verification is as follows;  - Organizational Boundary: 26 overseas business sites of the company  - Operational Boundary: Scope 1 (Direct emissions) & Scope 2 (Indirect emissions)  - Reporting period: 2023.01.01 ~2023.12.31  Verification Approach  The verification has been conducted in accordance with the verification principles and tasks outlined in the ‘ISO  14064-3:2019"" based upon a limited level of assurance.","{'numbers': ['26'], 'metrics': ['2023.01.01 ~2023.12.31  Verification Approach'], 'dates': ['14064-3:2019']}"
"We planned and performed our work so as to obtain all  the information and explanations deemed necessary to provide us with sufficient evidence to provide a verification  opinion with 5% materiality level, concerning the completeness of the emission inventory as well as the reported  emission figures in ton CO, equivalent.","{'numbers': [], 'metrics': ['5%'], 'dates': []}"
"These may include partially hypothetical  and projected data and information (refer to the report for details) C Overview Environmental Social Governance  Conclusions  Based on the process and procedures conducted, there is no evidence that the GHG statement is not materially  correct and is not a fair representation of GHG data and information;  ‘DNV presents an ‘Unmodified’ opinion on Greenhouse Gas Emissions  Greenhouse Gas Emissions of LG Electronics overseas business sites for Yr 2023  (Unit: ton CO, equivalent)  LG Electronics Direct Emissions (Scope 1) Indirect Emissions (Scope 2) Total Emissions  Overseas business 126,733""  sites 448125 574,863  * Fugitive emission (68,437 tCO,eq) by purchasing of refrigerant is included in Direct emissions.","{'numbers': ['126,733', '574,863', '68,437'], 'metrics': [], 'dates': ['Yr 2023', '448125']}"
"* In order to report the GHG emissions as an integer, the rounded number on the opinion might be different from the number on the system with  +1tCO,eq  13th May 2024  Seoul, Korea  DNV Jang-Sub Lee  Country Representative  DNV Business Assurance Korea  ibe  DNV Business Assurance Korea Ltd.","{'numbers': [], 'metrics': [], 'dates': ['May 2024  Seoul']}"
(“Company”) to  perform third party verification for the Company's Greenhouse Gas Inventory (“the inventory”).,"{'numbers': ['third'], 'metrics': [], 'dates': []}"
"The Company  is responsible for the preparation of the GHG emissions data on the basis set out within the “WRI/WBCSD  GHG Protocol: A Corporate Accounting and Reporting Standard (2004)’, The Corporate Value Chain (Scope 3)  Accounting and Reporting Standard’ and ‘2006 IPCC Guidelines for National Greenhouse Gas Inventories’.","{'numbers': ['3'], 'metrics': [], 'dates': ['2004', '2006']}"
"- Operational Boundary: Scope 3 (Other indirect emissions)  - Upstream: 8 Categories - 1, 2,3,4,5, 6,78  - Downstream: 5 Categories - 10, 11, 12, 13, 15  - Reporting period: 2023.01.01 ~202312.31  Verification Approach  The verification has been conducted in accordance with the verification principles and tasks outlined in the ‘ISO  14064-3:2019"" based upon a limited level of assurance.","{'numbers': ['8', '2,3,4,5', '6,78', '5', '15'], 'metrics': [], 'dates': ['11', '12', '13', '14064-3:2019']}"
"We planned and performed our work so as to obtain  all the information and explanations deemed necessary to provide us with sufficient evidence to provide a  verification opinion with 5% materiality level, concerning the completeness of the emission inventory.","{'numbers': [], 'metrics': ['5%'], 'dates': []}"
"May include partially  hypothetical and projected data and information (refer to the inventory for details) C Overview Environmental Social Governance  Conclusions  Based on the process and procedures conducted, there is no evidence that the inventory is not materially correct  and is not a fair representation of GHG data and information;  - DNV presents an ‘Unmodified’ opinion on Greenhouse Gas Emissions  Other indirect emissions (Scope 3: Category 11) of LG electronics (Unit: ton CO,eq)  Total Emissions  70,225133 Downstream  64,884,353 Year Upstream  2023 5,340,780  * In order to report the GHG emissions as an integer, the rounded number on the opinion might be different from the number on the system with  +1tCO,eq  * Refer to Annex for greenhouse gas emissions by categories.","{'numbers': ['3'], 'metrics': [], 'dates': ['May']}"
"28th June 2024  Jang-Sub Lee  Country Representative DNV DNV Business Assurance Korea  ar 4  Annex to ‘PRJN-704268-2024-AST-ENG’  Other indirect emissions (Scope 3) of LG Electronics in 2023 (Unit: ton CO,eq)  Categories Upstream Downstream Emissions  1 Purchased goods and services 2,807,879 2,807,879  2 Capital goods 400,997 400,997  3 Fuel- and eneray- related activities (not included in 135,070 135,070  Scope 1 or Scope 2)  4 Upstream transportation and distribution 1,794,560 1,794,560  5 Waste generated in operation 12,769 12,769  6 Business travel 46,073 46,073  7 Employee commuting 78,055 78,055  8 Upstream leased assets 65,377 65,377  10 Processing of sold products 37,810 37,810  11 Use of sold products 61,207,842 61,207,842  12 End-of-life treatment of sold products 153,377 153,377  13 Downstream leased assets 3,005 3,005  15 Investments 2,482,319 2,482,319  Total emissions 5,340,780 64,884,353 70,225,133  * In order to report the GHG emissions as an integer, the rounded number on the statement might be different with + 1 tCO,eq.","{'numbers': ['4', '3', '2,807,879', '2,807,879', '2', '3', '135,070 135,070', '4', '1,794,560', '1,794,560', '12,769 12,769', '6', '46,073 46,073', '78,055 78,055', '8', '65,377', '10', '37,810 37,810', '61,207,842 61,207,842', '12', '153,377 153,377', '13', '3,005', '3,005', '15', '2,482,319', '5,340,780', '64,884,353 70,225,133'], 'metrics': [], 'dates': ['28th June 2024  Jang-Sub Lee  Country', '2023', '400,997 400,997']}"
To readers of LG Electronics Sustainability Report 2023-2024  Introduction  Korea Management Registrar (KMR) was commissioned by LG Electronics to conduct an independent assurance  of its Sustainability Report 2023-2024 (the “Report”).,"{'numbers': [], 'metrics': [], 'dates': ['2023-2024']}"
"We evaluated the adherence to the AAIOOOAP (2018) principles  of inclusivity, materiality, responsiveness and impact, and the reliability of the information and data provided using  the Global Reporting Initiative (GRI) Index provided below.","{'numbers': [], 'metrics': [], 'dates': ['2018']}"
Confirmation that the Report was prepared in accordance with GRI standards 2021 was included in the scope  of the assurance.,"{'numbers': [], 'metrics': [], 'dates': ['2021']}"
"We have reviewed the topic-specific disclosures of standards which were identified in the  materiality assessment process  * GRI Sustainability Reporting Standards 2021  * Universal standards  * Topic specific standards  - GRI 205: Anti-corruption  - GRI 302: Energy  - GRI 303: Water and Effluents  - GRI 305: Emissions  - GRI 306: Waste  - GRI 401: Employment  - GRI 403: Occupational Health and Safety  - GRI 404: Training and Education  - GRI 405: Diversity and Equal Opportunity  - GRI 406: Non-discrimination  - GRI 408: Child Labor  - GRI 409: Forced or Compulsory Labor C Overview Environmental Social Governance  - GRI 414: Supplier Social Assessment  - GRI 416: Customer Privacy  * Etc, Material Issue  - Material Topic Issue  - The Data of Supply Chain Management  - Voice of Customer  - Health and Safety (Dead rate, LTIFR)  As for the reporting boundary, the engagement excludes the data and information of LG Electronics's partners,  suppliers and any third parties.","{'numbers': ['205', '302', '306', '401', '403', '404', '405', '406', '408', '414', 'third'], 'metrics': [], 'dates': ['2021']}"
Nothing comes to our attention to suggest that the Report was not prepared in  accordance with the AAIOOOAP (2018) principles.,"{'numbers': [], 'metrics': [], 'dates': ['2018']}"
"C Overview Environmental Social Governance  Reliability of Specific Sustainability Performance Information  In addition to the adherence to AAIOOOAP (2018) principles, we have assessed the reliability of economic,  environmental, and social performance data related to sustainability performance.","{'numbers': [], 'metrics': [], 'dates': ['2018']}"
"June 2024 Seoul, Korea  SR Y AA1000  KIN) R) GR/ SRVIOOO Licensed Assurance Provider  Sustainability Committee Assurance 000-129  ceo .","{'numbers': ['000'], 'metrics': [], 'dates': ['June 2024']}"
"(ab)  iS Ee  oO  SOcie J Environmental  & Governance Re  AG  82 Introduction  A Letter from our Chairman & CEO  A Letter from Our Lead Independent Director  2022 Progress and Highlights  Our Approach to ESG  Priority ESG Issues  Impact Stories  Tackling the Health Equity Gap Together  Keeping Patients at the Center of Everything We Do  Environment  Climate Change  Sustainable Medicines  Social  Innovation and Global Health  Human Capital  Governance  Ethics, Transparency, and Quality  Accountability  Performance  Environment  Social  Governance  Appendix  GRI Index  SASB Index  TCFD  About This Report  Independent Accountants’ Report What this report covers  This report shares an overview of our Environmental, Social, and Governance  (ESG) vision, achievements, and progress in the year from January 1, 2022 to  December 31, 2022, including data on 32 key performance indicators (KPIs), as  well as our path toward a sustainable life sciences future.","{'numbers': ['82', '32'], 'metrics': [], 'dates': ['2022', 'the year', 'January 1, 2022', 'December 31, 2022']}"
"For more information, please see About this Report on page 81.","{'numbers': ['81'], 'metrics': [], 'dates': []}"
"Where to find more information  14} 2022 Annual Documents — 2022 Annual Review — 2022 Annual Report on Form 10-K — 2023 Proxy Statement  =] Pfizer  This report provides a comprehensive overview of Pfizer's  commitment to our priority ESG goals toward contributing  to long term value creation and a sustainable, responsible,  and patient centric business model.","{'numbers': ['14', '2022'], 'metrics': [], 'dates': ['2022', '2022']}"
"Specifically, to  help ensure science will win against ongoing and future  health threats, we invested approximately $11.4 billion in  internal research and development programs in 2022.","{'numbers': [], 'metrics': ['approximately $11.4 billion'], 'dates': ['2022']}"
"We take  our work seriously, as the impact is felt by not only the more than 1.3 billion patients treated  with our medicines and vaccines in 2022', but also the communities in which we, and our  stakeholders, live and work.","{'numbers': [], 'metrics': [], 'dates': ['2022']}"
"2022—like the two years preceding it—was punctuated by a growing number of daunting  global challenges—from COVID-19, which remains a threat to global health, to political and  economic instability, to the armed conflict in Ukraine, to increased attacks on marginalized  groups that have made it harder for people to live safe, healthy, and productive lives.","{'numbers': [], 'metrics': [], 'dates': ['2022', 'the two years']}"
"At Pfizer, our commitment is anchored to our six ESG priorities: product innovation; equitable  access and pricing; product quality and safety; diversity, equity, and inclusion; climate  change; and business ethics.","{'numbers': ['six'], 'metrics': [], 'dates': []}"
We also continue  1 Patient counts are estimates based on multiple data sources.,"{'numbers': ['1'], 'metrics': [], 'dates': []}"
"4 Pfizer 2022 ESG Report Introduction to refine the metrics we use to measure our performance as the voluntary and emerging  regulatory frameworks governing ESG reporting evolve at the local, national, regional, and  global level.","{'numbers': ['4'], 'metrics': [], 'dates': []}"
"To help bridge this gap,  we announced in May 2022 that we will provide on a not-for-profit basis all our innovative  medicines and vaccines available in the U.S.","{'numbers': [], 'metrics': [], 'dates': ['May 2022']}"
"or the European Union to 1.2 billion people  in 45 lower-income countries and will work closely with global health leaders to make  improvements in diagnosis, education, infrastructure, storage, and more.","{'numbers': ['1.2 billion', '45'], 'metrics': [], 'dates': []}"
"The Accord for a  Healthier World—which we expanded in January 2023 to include the full portfolio of products  for which we have global rights, bringing the total offering from 23 patented medicines and  vaccines to around 500 patented and off-patent products-aims to greatly reduce the health  inequities that exist between many lower-income countries and the rest of the world.","{'numbers': ['23', 'around 500'], 'metrics': [], 'dates': ['January 2023']}"
"That is why, effective March 14, 2022, Pfizer began  donating profits of our Russian subsidiary to the Pfizer Foundation?","{'numbers': [], 'metrics': [], 'dates': ['March 14, 2022']}"
"Pfizer, through The Pfizer Foundation, has committed over $30 million to  support these efforts.","{'numbers': [], 'metrics': ['$30 million'], 'dates': []}"
"In 2022, this included Hurricane Fiona, Hurricane Ian, the Afghanistan earthquake, and the  flooding in Pakistan.","{'numbers': [], 'metrics': [], 'dates': ['2022']}"
"We recognize that planetary health has a profound impact on human health, which is why  we are building on more than 20 years of climate action to reduce our company and value  chain Greenhouse Gas (GHG) emissions.","{'numbers': [], 'metrics': [], 'dates': ['more than 20 years']}"
"In June 2022, we announced our aim to achieve  the voluntary Net-Zero Standard by 2040, ten years earlier than the timeline described in  the standard.","{'numbers': [], 'metrics': [], 'dates': ['June 2022', '2040', 'ten years earlier']}"
"As part of this commitment, we aim to reduce our company GHG emissions  by 95 percent and our value chain GHG emissions by 90 percent from 2019 levels through  accelerating the transition away from fossil fuels and engaging suppliers to catalyze  equivalent action.","{'numbers': [], 'metrics': ['95 percent', '90 percent'], 'dates': ['2019']}"
"5 Pfizer 2022 ESG Report Introduction Force for Good  As we look ahead, as remarkable as 2022 has been for Pfizer, I believe we have only scratched  the surface of the transformative impact we can have on human health.","{'numbers': ['5'], 'metrics': [], 'dates': ['2022', '2022']}"
"Our third ESG Report, which shares our vision and approach, showcases progress on key  strategies and reaffirms our commitment to keeping patients at the center of all we do and  to furthering the positive impact that we have on the world.","{'numbers': ['third'], 'metrics': [], 'dates': []}"
"Nobody can predict with certainty how the world will change in 2023, and what challenges  humankind will have to overcome.","{'numbers': [], 'metrics': [], 'dates': ['2023']}"
