esg_text,labels
We have established and operated various channels to discuss major labor issues common to  the management and labor union.,Environment - Energy
We operate the Labor-Management Council to pursue the  common interests of the management and labor in accordance with the Act concerning the  Promotion of Worker Participation and Cooperation.,Environment - Energy
"In addition, the Junior Board, a unique body  in the Company, serves as a Communication channel between the management and employees.",Environment - Energy
"Social Responsibility of the Labor Union  To contribute to society, the labor union of LG Electronics carries out activities for Union Social  Responsibility (USR).",Environment - Energy
"It introduces USR activities to the international community based on  its Special Consultative Status of UN Economic and Social Council (UN ECOSOC), and takes  the initiative in spreading a healthy labor culture worldwide.",Environment - Energy
"It not only improves the rights  and interest of the union members but also fulfills its social responsibility in the areas of the  economy, society, and the environment by supporting Korean war veterans in Ethiopia and  engaging in relief activities both in Korea and abroad.",Environment - Energy
"Labor-Management Relations in Korea (2023) (As of the end of 2023)  Labor Union  member Consecutive period of wage  and collective bargaining  without strikes 101 57 persons 35 years  28.9% of our employees in Korea C Overview Environmental Governance ESG Data Appendix oO eG < >)  Human Rights Due Diligence  Since 2010, LG Electronics has been conducting annual human rights due diligence based on the RBA Code of Conduct and the  UN Guiding Principles on Business and Human Rights (UNGPs).",Environment - Energy
"All Korean and overseas production sites and suppliers are subject  to the due diligence, which identifies and addresses potential or actual human rights risks through annual selFassessments and  on-site audits.",Environment - Energy
"In addition, we conduct more professional on-site inspections of the safety environment in production sites while  carrying out annual on-site inspections of fire safety for suppliers.",Environment - Energy
"Furthermore, since 2022, we have started to identify greenhouse  gas emissions of major suppliers.",Environment - Energy
"For conflict minerals, we conduct pre-audit and evaluation of the smelters for 4 major minerals (tin,  tantalum, tungsten, and gold) as well as cobalt, based on which we remove problematic smelters from our supply chain.",Environment - Energy
"We prevent potential human rights violations through human rights due diligence, and in the event of a violation that causes a  negative impact, we set up remediation plans to prevent the violation from recurring.",Environment - Energy
"If any violation is repeated or is expected to  cause significant adverse impact, we raise it to internal councils such as the ESG Council to set an corporate-wide improvement  goal, take actions to meet the goal and monitor their effectiveness.",Environment - Energy
"Planning - Define evaluation scope and target Integration - Measures for mitigation and prevention  - LG Electronics: All production sites in Korea and overseas and - Production sites (LG Electronics and  - Supply Chain: 1st-tier suppliers (being expanded to 2nd-tier Action suppliers): Remediate adverse human rights  and 3rd-tier suppliers) and companies in the supply chain of impact identified (Develop and implement  cobalt and 4 major minerals recurrence prevention plan based on root  * For the local community, we focus on preventing adverse impacts by complying cause analysis)  with the relevant laws and regulations, and listen to the voice of the community - Corporate (LG Blectrontes enc] suppliers):  through meetings in the event of significant changes or issues in our business .",Environment - Energy
Lo  site.,Environment - Energy
"Conduct corporate-level investigation and  * For consumers, we ensure product safety as well as no negative impact being take improvement actions in the event of  caused in every experience while proactively improving the accessibility of our repeated human rights impacts or significant  products to prevent any inconvenience for consumers.",Environment - Waste & Pollutants
": : , human rights impact expected.",Environment - Energy
"Identification - Self-assessment (based on RBA Code of Conduct)  of Human - On-site audit (in accordance with RBA VAP standards: Internal ~  Rights inspection, 3rd-party audit by customer based on standards Tracking Somaluct closure audit (on-site check on the  Impact similar to RBA”) and improvement status two to three months  - Detailed checklist/on-site inspection at each department level Verification after initial audit)  - Survey - Remote inspection (Check supporting  - Interview with employees in charge and field workers documents for improvement)  1) Costco Code of Conduct audit, SMETA, RESA, etc.",Environment - Energy
"“KPI monitoring  = - Report progress to councils (ESG Council, Risk  Human - Conduct priority assessment on identified human rights Management Council, etc.)  Rights impacts v  Impact - Major human rights impacts (on LG Electronics and supply Engage- - Sustainability Report  Assessment chain): Forced labor, child labor, working hours, wages ment - Homepage  and benefits, prohibition of discrimination or harassment, - Meetings with stakeholders, etc.",Environment - Energy
freedom of association and collective bargaining   LG Electronics regularly conducts human rights impact assessments in accordance with the human rights  due diligence procedures prescribed in the UN Guiding Principles on Business and Human Rights (UNGPs) to  proactively identify issues that may violate human rights in the course of our business activities and minimize  negative human rights impacts.,Environment - Energy
"The main human rights impact areas are selected by evaluating human rights-  related issues received through various channels, including internal and external inspections, third-party on-  site audits based on RBA standards, on-site audits requested by customers, anonymous reports, and the Labor-  Management Council.",Environment - Energy
"In June 2024, we established the Global Human Rights Principles and disclosed our major  human rights impacts in more detail.",Environment - Energy
Engagement with Stakeholders  LG Electronics recognizes that companies are responsible for respecting human rights.,Environment - Energy
"Therefore, we have  developed and implemented various human rights policies and processes including the Global Human Rights  Principles.",Environment - Energy
"These activities and their outcomes are disclosed to stakeholders via the Sustainability Report, our  home page and other diverse communication channels to fully inform them of how LG Electronics manages  human rights impacts.",Environment - Energy
"Furthermore, we are committed to identifying negative human rights impacts and  discovering root causes and solutions in cooperation with stakeholders in the course of remedying the impacts.",Environment - Energy
"Therefore, we pursue human rights improvements through communication with various stakeholders, including  our employees, suppliers, local communities, customers, governments and investors.",Environment - Waste & Pollutants
We not only will disclose  official information on human rights but also will listen to the voices of stakeholders and engage with them in  order to fulfill our responsibility to respect human rights.,Environment - Energy
"ESG Data oO eG < >) C Overview Environmental Governance Appendix  Human Rights Impact Assessment  LG Electronics conducts human rights due diligence and impact assessments, focusing on workers at our  production sites and suppliers.",Environment - Energy
"On our production sites, we make improvements focusing on working hours with  higher priority considering the severity and likelihood of human rights issues.",Environment - Waste & Pollutants
"In the course of the due diligence  and assessment, we conducted surveys and interviews with workers.",Environment - Energy
"Through these surveys, we identified the opinions of workers who prefer overtime work and those who don't, and  reiterated to workers that overtime is voluntary, and is not mandatory.",Environment - Energy
"We also confirmed that there are high fire  safety and chemical substance treatment risks in our suppliers, and reinforced on-site audits and measures to  prevent harm to workers of suppliers.",Environment - Water
"In 2024, we participated in the UNGC Business & Human Rights Accelerator to improve human rights due  diligence and impact assessments which was on production sites and suppliers.",Environment - Energy
"Through this program  collaborated with SHIFT, an international human rights organization, we defined priorities by applying UNGP’s  human rights assessment approach which consider the impact not only on employees and workers in the supply  chain but also on local communities and consumers.",Environment - Energy
"While this assessment didn’t identify serious human rights  violations that require immediate action, it found a total of 26 human rights risks.",Environment - Water
"In addition to the existing  internal inspections and on-site audits, we reviewed reports from stakeholders such as employees and employees  of suppliers received through our general reporting scheme and other grievance handling systems.",Environment - Energy
Fifteen high-  priority risks were assessed based on severity and likelihood.,Environment - Energy
"Four of these risks are related to consumers being  harmed in the course of using our products and services, which we manage as a top management priority, and  remaining 11 are risks in the area of working hours, forced labor (including forced payment of fees), discrimination  and sexual harassment/workplace harassment identified through the due diligence.",Environment - Water
We will work to improve  our human rights impact assessment procedures to analyze and remediate human rights risks from a broader  perspective.,Environment - Waste & Pollutants
"Forced Labor  LG Electronics does not allow any form of forced labor, complying with relevant ILO conventions and the RBA  Code of Conduct.",Environment - Energy
"Forced labor is a violation of fundamental human rights that is considered a critical issue in  virtually all countries, with some having implemented strong sanctions that prohibit the imports of products  involving forced labor.",Environment - Water
"Recognizing that sub-tier suppliers located in developing countries and foreign migrant  workers are particularly vulnerable, we are strengthening our supply chain monitoring by conducting on-site  audits to prevent issues such as not signing/not issuing contracts, demanding recruitment fees, and demanding  fines for leaving the company.",Environment - Water
"- Human rights training for production sites/employees in charge of HR in subsidiaries (including RBA forced labor  requirement)  - Inspection on forced labor  - Method: Review of relevant documents including employment contract, pay stub and recruitment procedures and  employee interviews  - Result: 1) Identified that employees in one labor dispatch agency of our subsidiary were required to pay for their own  medical examination when they were hired.",Environment - Energy
"2) Confirmed that a clause banning demanding a recruitment fee from workers was added to the contract of  subsidiaries and labor dispatch agency, and the full amount was refunded to the employees if they paid the fee.",Environment - Energy
"3) Identified that one subsidiary didn’t provide a copy of the employment contract to workers, and later confirmed  in an on-site audit conducted 2 months later that all 525 workers were provided with the copy.",Environment - Energy
"- Special investigation on forced labor in suppliers located within production subsidiaries  - Result: 1) Identified and addressed cases of omission of prohibition of forced labor in contracts between subsidiaries and  contractors  2) Investigated the status of foreign migrant workers (about 3.5% of the workforce of production subsidiaries)  3) Identified fees paid by foreign workers at one subsidiary's contractor (visa fees by 2 workers, uniform fees and  training fees by 22 workers) and asked the subsidiary to refund the full amount (approx.",Environment - Energy
"USD 1.2 thousand) to the  workers, as well as establish measures to prevent recurrence.",Environment - Energy
"We provide detailed requirements through the Labor Policy Guidelines and the Supplier Code of Conduct  Guidelines to subsidiaries and suppliers located in countries where migrant workers are commonly employed to  prevent them from demanding recruitment fees, while conducting regular on-site inspections to check compliance  with the guidelines.",Environment - Energy
"Child Labor  LG Electronics complies with the mininum employment age set by laws and regulations in each country and  region in which it operates, and verifies the identity and age of all workers upon hiring.",Environment - Energy
"Child labor is considered a OD Bl < >) C Overview Environmental Governance ESG Data Appendix  serious human rights violation as it deprives children of the opportunity to receive basic education, and we apply a  zero-tolerance policy to child labor prohibited by law.",Environment - Energy
"When hiring, we thoroughly verify official age through a variety of means.",Environment - Energy
"If child workers are found, they are  immediately removed from work, and if they are of compulsory schooling age, we ensure that they receive  education, while taking humanitarian measures to help them maintain their income in an appropriate way.",Environment - Energy
"We  also monitor the employment of youths under the age of 18 to ensure that they are not assigned tasks that  could jeopardize their health and safety, including night shifts and overtime.",Environment - Energy
"Recognizing that the employment of  apprentices and interns is an extension of learning, not a means to compensate for labor shortages, we provide  them with appropriate support and training to help them achieve their learning objectives, while constantly  monitoring compliance with applicable laws and regulations.",Environment - Energy
"- Inspection of child labor  - Result: 1) Identified O children under the legal age of employment  2) Discovered an insufficient age verification process when hiring in one subsidiary and later confirmed in the follow-  up on-site audit that the recommended improvement was made  Working Hours  LG Electronics is committed to complying with regulations on regular, overtime and holidays set by labor relations  laws and regulations of each country and region in which we operate.",Environment - Energy
"By complying with working hour standards,  workers can achieve work-life balance by recovering from fatigue and keeping their health and labor power, and  the Company can protect the health and safety of its workers while overcoming high costs and low productivity.",Environment - Waste & Pollutants
"In the absence of relevant laws and regulations, we must not allow working hours to exceed 60 hours per week in  accordance with the RBA Code of Conduct, and must provide at least one day off for every seven days.",Environment - Energy
"In addition,  overtime is strictly voluntary and should be implemented with the full concurrence of involved employees.",Environment - Energy
"- Working hour records monitoring (from 2021)  - Scope: All production subsidiaries  - Working hours management status check  - Result: 1) Non-conformity of working hours accounted for the highest proportion (18.3%, according to 22 RBA-based audits in 2023)  2) No non-compliance with legal standards in Korean sites  3) Multiple cases identified in which local laws and RBA standards were breached by overseas subsidiaries  - Remediation: 1) Share working hours issue in the Enterprise Risk Management Committee chaired by the CRO (Chief Risk  Office, also serving as CFO) in November 2023  2) Conduct monthly monitoring and tighten management standards  3) Encourage subsidiaries to voluntarily seek remediation measures by adding working hour management to  KPI of the subsidiary CFO  4) Manage working hours target of each Business Company under approval/responsibility of the Company head  5) Develop remediation measures after comprehensively considering production, planning and logistics  LG Electronics pays its employees at least the legal minimum wage, and provides overtime pay at a rate higher  than the regular hourly wage.",Environment - Energy
"Wages are a means of compensation and livelihood, and an adequate level of  compensation is crucial for improving employee motivation and quality of life.",Environment - Energy
"In addition, we support the  principle of equal pay for equal work and qualification to prevent discriminatory treatment, and do not allow wage  deduction as a disciplinary measure.",Environment - Energy
"If salary is deducted for being late, only the salary corresponding to the hours  not worked should be deducted.",Environment - Energy
"Wage statement should be provided to employees with sufficient information,  including total hours worked and specific deductions, and social insurance and other benefits required by local law  should be provided to all employees.",Environment - Energy
"- Inspection on wage and benefits  - Result: 1) After identifying that dispatched workers in a Chinese subsidiary failed to pay for the social insurance, we  persuaded the workers and set up a plan to replace the workers  2) After identifying that workers were asked to participate in morning exercise/meeting before regular hours  without additional pay, the morning exercise/meeting was cancelled completely or changed to autonomous activities  3) After identifying that pay stubs were not provided by in-house service providers in some subsidiaries, remediation  was made  Non-Discrimination/Non-Harassment  LG Electronics respects the humanity of all stakeholders and proactively strives to prevent any mental or physical  inhumane treatment from occurring.",Environment - Energy
"This is a basic condition for achieving our management philosophy, “People-  oriented Management,” and we take strict action in accordance with our disciplinary regulations when we identify  inhumane acts such as violence, gender-based violence, sexual harassment, sexual abuse, corporal punishment,  abusive language, harassment, and public shaming.",Environment - Energy
"We also ensure that no one is discriminated against or  disadvantaged because of their innate characteristics or beliefs, regardless of their abilities or job functions.",Environment - Energy
"In other words, employees must not be subjected to unfavorable treatment such as lower wages or exclusion  from promotion due to personal characteristics such as gender, race, color, sexual orientation, gender identity,  ethnicity/nationality, disability, pregnancy, marital status, religion, political opinion, labor union membership, social  background, or history of HIV/AIDS.",Environment - Energy
"In addition, we must proactively review necessary measures to provide  stakeholders with reasonable accommodation for religious practice and disability.",Environment - Energy
"OD Bl < >) Environmental Governance C Overview ESG Data Appendix  - Inspection on discrimination and harassment  - Result: 1) Identified and remediated a lack of procedures to receive and review requests for religious accommodation in some  subsidiaries  2) Provided training for subsidiaries with lack of awareness on grievance handling channel after worker interview  In August 2023, we established the Sexual Harassment  Prevention Center to enable employees to work in a safer and  more respectful environment.",Environment - Water
"The Center aims to conduct  preventive activities such as raising employee awareness,  grievance counseling and receiving complaints, and in the  event of an actual occurrence of sexual harassment, provides SX, ¥  Launching Ceremony for Sexual Harassment Prevention prompt investigation and follow-up measures focusing on  Center  recovery of the situation.",Environment - Energy
"Freedom of Association and Collective Bargaining  LG Electronics guarantees the right of employees to form and join trade unions, to bargain collectively and to  engage in peaceful assembly as governed by local laws and shall not allow any employee to suffer repercussions  due to involvement with a union or supporting the establishment of one.",Environment - Energy
"Freedom of association is the  fundamental right of all workers to voluntarily form, join, and participate in organizations for the purpose of  securing and protecting their interests in working conditions, and the right not to participate in such organizations  must also be respected.",Environment - Energy
"It is essential to have open, direct, and two-way communication between labor and  management to gather feedback on and improve working conditions.",Environment - Energy
"We also allow the formation of workers’  councils within the legal boundaries to ensure effective communication, especially where freedom of association  is legally restricted.",Environment - Energy
"We redefined Labor-Management Relations as a relationship based on social responsibility and value creation  instead of a confrontational relationship, and are taking the lead in creating an advanced labor relations culture.",Environment - Waste & Pollutants
"- 2024 wage and collective bargaining negotiation  - Details on agreement between labor and management:  1) Improvement in maternity protection program (period of fertility treatment leave, allowed number of splits for spousal  leave, expansion of shortened working hours during pregnancy)  2) Improvement to guarantee labor union activities (e.g., no deterioration of working conditions when unionized  predecessors return to work, no discriminatory treatment of union members, etc.)  LG Electronics is a regular member of the RBA, and requires self-assessment and conducts on-site audits in all 30  production sites and first-tier suppliers every year.",Environment - Waste & Pollutants
"Although selfassessment have limitations due to their nature,  we utilize them as a basic due diligence method as they have the advantage of quickly identifying risks at each  business site.",Environment - Energy
"Through our self-assessment of production sites (approximately 350 items) in 2023, we identified  24 sites as low-risk, 6 sites as moderate, and no sites as high-risk.",Environment - Energy
"Notably, we conducted additional investigations  in the labor area to determine whether serious human rights impacts had occurred, but no serious issues were  found.",Environment - Energy
"An overall improvement was confirmed compared to the 2022 self-assessment results (17 low-risk, 13  moderate).",Environment - Waste & Pollutants
"We conducted on-site audits at three business sites that were identified as high-risk in the ethics area  in the selfassessment, and found that their managers’ responses to the self-assessment were incomplete and  that they are actually equipped with low-risk management systems.",Environment - Water
"- 2023 production site self-assessment and on-site audit  - Scope: 30 production sites in Korea and overseas  - Method: Self-assessment and on-site audit (45 in total”: 22 based on RBA standards”, 23 based on customer  standards)  - Result: 1) 24 sites with low risk, 6 moderate, O with high risk  2) Two rounds of audits on 10 sites in 5 countries ® Improvement in conformity from 83% to 94% observed  1) 33 audits conducted on customer request and 12 audits by a 3rd party agency for the purpose of internal checks  2) 10 on-site audits by a 3rd party based on VAP and 12 audits based on CMA, which is similar to VAP standards  We require an improvement plan to be developed at each business site and to complete the improvement within  a specified deadline to prevent any recurrence of non-conformities found during all on-site audits.",Environment - Energy
"Among these,  issues that require corporate-wide improvement are regularly presented to the relevant council to monitor the  progress.",Environment - Energy
"In 2023, we identified seven vulnerabilities, including working hours, as corporate-wide mid- to long-  term improvement tasks, for which we are tracking the improvement status on a regular basis.",Environment - Energy
"C Overview ESG Data Appendix oO eG < >) Environmental Governance  Non-Conformances found in On-Site Audit based on RBA Standards (VAP”, CMA”) in 2023  Environment 6%  @ Management System 18% @ Ethics 2%  Health & Safety 37% Labor 37%  1) VAP: Validated Assessment Program  2) CMA: Customer-Managed Audit  Classification Item Proportion Mid- to Long-Term Improvement Tasks  Working hours 18% ‘ Tightening and complying with working hours management  ae 0 standards  Labor Prohibition on forced labor Me ‘Reducing proportion of dispatched workers (China)  Wage/Benefits 5% - Conducting regular inspections on contractors  Emergency preparedness 13% - License/Permit management  ; Risk assessment for pregnant women and nursing mothers  ie}  cafety & Occupational safety 9% ‘Regular inspection in emergency exits and evacuation  routes  Food, sanitation/Housing An - Evacuation drill when it is dark outside  Management , 6 - System Supply chain management A%  Self-Assessment Result for Production Sites in 2023  Classification Unit Low Risk Moderate High Risk  Labor 23 7 0  Health & Safety 24 6 0  Environment Sites 20 10 0  Ethics 2] 6 3  Overall result 24 6 0   Region Overall “alsa iselian Environment Ethics Mutat Production Audit SOTWSTMTENTES Neiee Human Rights Safety of Sites No.",Environment - Energy
Country : Health & M  Site Type Overall Labor ealt Environment — Ethics eISSN: Americas O O O O O 5 Safety System  : Initial 78% 81% 65% 92% 100% 80% Asia O O O @) O 6  1 Poland LGEWR  Europe/Russia (cls) a) a) oO oO r 3 Closure 92% 89% 96% 92% 100% 100%  China O O O O O 8 Initial 89% 81% 91% 100% 100% 87%  2 Poland LGEMA  Middle East & Africa a) a) a) a) oO 3 Closure 96% 96% 100% 100% 100% 100%  Initial 70% 78% 74% 92% 100% 67% Korea (e) (@) (@) (@) (@) 5 .,Environment - Energy
"3 Mexico LGEMN  ie) ie) ie) ie) ie) ie)  ©: Low risk @ Moderate risk @: High risk Closure 90% 85% 100% 100% 100% 100%  Initial 83% 93% 91% 92% 100% 73%  4 Mexico LGEMX  Closure 93% 100% 96% 100% 100% 87%  LGEIN- Initial 89% 96% 83% 92% 100% 87%  5 Indonesia  CBT Closure 100% 100% 100% 100% 100% 100%  Initial 73% 67% 61% 83% 100% 87%  6 China LGEPN  Closure 90% 81% 91% 92% 100% 100%  Initial 90% 78% 96% 100% 100% 93%  7 China LGETA  Closure 9A% 85% 96% 100% 100% 100%  Initial 82% 85% 83% 92% 88% 87%  Changwon  8 Korea Smart Park Closure  2 (Replaced 90% 89% 83% 100% 100% 100%  by VAP)  Changwon _ Initial 87% 89% 83% 100% 100% 100%  9 Korea Smart Park  1 Closure 9A% 89% 100% 100% 100% 100%  am Gumi Initial 88% 85% 78% 100% 88% 100%  orea  Future Park Clgsure 98% 96% 96% 100% 100% 100%  Initial 83% 83% 80% 94% 98% 86%  Average  Closure 94% 91% 96% 98% 100% 99%   Major Human Department in Relevant Relevant Human Rights Due Diligence and Major Human Department in Relevant Relevant Human Rights Due Diligence and  Rights Impact Charge Stakeholder Major Improvement Activities  Due diligence  Labor - SelFassessment  Forced Management Employees — - On-site audit (internal, third party, customer)  labor Division Workers in Major improvement activities  Shared Growth suppliers - Fully refund of any fees paid by the worker  Division - Provision of a copy for employment contract  - Addition of clause banning forced labor to contracts with contractors  Labor Due diligence  Management Employees self-assessment Child anag POYEES — _ On-site audit (internal, third party, customer) Division Workers in woe labor .",Environment - Energy
Major improvement activities Shared Growth suppliers weg Division - Improvement of age verification process  % No children found in the business sites  Due diligence  - Monthly working hours investigation (LG Electronics)  Labor - SelF-assessment  .,Environment - Waste & Pollutants
"Management Employees — - On-site audit (internal, third party, customer) Working wa : ae wae hours Division Workers in Major improvement activities  Shared Growth suppliers - Setting of management target by Business Company and monitoring  Division progress  - Promotion of all-rounders and introduction of days without overtime  - Provision of early warning for employees with excessive working hours  Due diligence  - SelF-assessment  Labor - On-site audit (internal, third party, customer)  Management Emplovees Major improvement activities  Wages and biviccn Wovens in Identification and addressing of cases in which employer is not paying  benefits ; for social insurance contribution Shared Growth suppliers ..",Environment - Energy
"Division - Improvement of pay stub format and provision of the pay stub  - Abolition/minimization of morning meeting before regular work hour  - Addition of requirement of equal pay for equal work (to Labor Policy,  etc.)  Labor Due diligence  Non- Management Employees self-assessment ee ang POYEES — _ On-site audit (internal, third party, customer) discrimination/ Division Workers in woe Major improvement activities Non-harassment Shared Growth suppliers  Division - Launch of Sexual Harassment Prevention Center (Korea)  - Enhancement on guidance on internal grievance channels Rights Impact Charge Stakeholder Major Improvement Activities  Due diligence  - Selfassessment  Labor - On-site audit (internal, third party, customer)  Freedom of Major improvement activities we Management Employees ; , association on ; - Operation of corporate-wide labor-management councils at each  .",Environment - Energy
Division Workers in ; and collective site (Korea) Shared Growth suppliers a.,Environment - Energy
"; ; ; bargaining Division - Regular communication and cooperation with representative  bargaining union and minority union (Korea)  - Establishment/operation of labor-management councils  (Indonesian research center)  Due diligence  - SelfFassessment  Safety & - On-site audit (internal, third party, customer)  Environment Employees - Regular/ad-hoc inspection of health & safety in all sites  Health & safety Center Workers in - Fire safety check (suppliers)  Shared Growth suppliers Major improvement activities  Division - Increase of emergency exits/emergency evacuation drill  - Tightening of relevant license/permit management  - Enhancement of maternity protection system  Due diligence Safety & Employees g  ; ; - Self-assessment Environment Workers in : ar .",Environment - Energy
"- On-site audit (internal, third party, customer) Environment Center suppliers Saye Major improvement activities Shared Growth Local ; , , Division communit - Establishment of GHG aggregation system for suppliers  y - Joining of RE100 (100% transition by 2050)  Customer Quality Due diligence  : Research Lab Workers in - Conflict minerals management system Responsible .",Environment - Energy
: a; Purchasing suppliers - RMAP certification audit procurement of on  .,Environment - Energy
"department Local Major improvement activities minerals ,; , , , by Business community - Removal of uncertified smelters from supply chain  Company - Publication of due diligence report every year  Due diligence  Personal Employees - Personal information impact assessment and penetration testing  .",Environment - Energy
": Information Workers in Major improvement activities information rer ; ; ve , , securit Security Division — suppliers - Establishment and revision of personal information management  y Consumers policy (Tighten personal information security and conduct audit  and assessment)   Remedy for Victims  LG Electronics is working hard to conduct thorough due diligence in the area of human rights in order to prevent  any involvement in adverse human rights impacts or human rights violations in its business activities.",Environment - Energy
"We pledge  to promptly investigate the issue, provide remedial measures, and make improvements to prevent recurrence  through root cause analysis if we are solely responsible for or contribute to human rights violations.",Environment - Energy
"If suppliers  are involved in human rights violations, we will request them to pursue remedies to correct the behavior, and will  provide proper support for remediation.",Environment - Energy
Remedies aim to restore the situation or to compensate for any damage  incurred.,Environment - Energy
"Remedy Process  The remedy process should not only respond to adverse human rights impacts, but also proactively prevent them.",Environment - Waste & Pollutants
LG Electronics provides various channels for raising and addressing grievances through an effective Grievance  Mechanism.,Environment - Energy
LG Electronics operates a reporting site (https‘//ethics.lg.co.kr) in conjunction with the LG Group so  that all stakeholders can freely consult on and report human rights-related grievances.,Environment - Energy
"In addition, the existing  reporting site, which is available in three languages (Korean, English, and Chinese), is being expanded in Europe  to increase accessibility.",Environment - Energy
"(Development completed for 11 countries and planned for 16 countries.) Reports will not  disclose any information that reveals or implies the identity of the person without his or her consent, and we are  committed to restoring or compensating for any disadvantages caused by non-compliance with the requirement  of confidentiality.",Environment - Energy
Reports are handled by limited personnel who have agreed to maintain strict confidentiality.,Environment - Energy
We  also establish and comply with whistleblower protection regulations and operate a reward system for reporting  irregularities.,Environment - Energy
"In addition, we operate grievance handling procedures appropriate to each country to protect  human rights, and provide information on grievance handling procedures and channels through regular training.",Environment - Energy
"We prohibit any form of retaliation, and respect the right to participate in judicial and non-judicial procedures, for  which we are willing to cooperate.",Environment - Energy
"C Overview Environmental Governance ESG Data Appendix oO eG < >)  Stakeholder Reporting Channel in Europe (as of May 2024)  Development Number of countries: 11 countries  Completed” : Development Number of countries: 16 countries  : Planned  Portugal, France, Germany, Spain, UK, Austria, Switzerland, Belgium, Slovakia,  Italy, Greece, Hungary, Czech Republic, Estonia, Lithuania, Latvia, Bulgaria, Croatia,  Netherlands, Sweden and Poland Serbia, Romania, Denmark, Finland, Norway  * The site is integrated with each subsidiary’s homepage  Grievance Handling  LG Electronics has established grievance procedures appropriate to each country to protect the human rights  of employees and create a happy working environment, and regularly provides information on the procedures  for employees.",Environment - Energy
"In Korea, we operate the Grievance Handling Committee, Junior Board, and Sexual Harassment  Prevention Center to handle employees’ workplace grievances and prevent sexual harassment in the workplace,  and through the Psychological Counseling Center we provide support for psychological stress caused by personal  or work-related grievances.",Environment - Energy
"- Grievance Handling Committee - 1:1 interview  - Junior Board  Korea Overseas  - Sexual Harassment Prevention Center - Monthly manager meeting on labor relations  - VOE (Voice of Employee)  - Psychological Counseling Center - Grievance handling application  Overseas subsidiaries operate various grievance handling channels such as 1:1 interviews, a monthly managers’  meeting on labor relations, and a Voice of Employees (VOE) box.",Environment - Energy
Some subsidiaries have introduced a QR code-  based online grievance handling channel.,Environment - Energy
"As such, subsidiaries have established and operated different grievance  handling channels and procedures based on the situations of the country in which they operate.",Environment - Energy
"Grievance Handling ‘A permanent organization established in accordance with the Act on the Promotion of Worker Participation and Cooperation, with one grievance committee member each from labor and  Committee management in the Labor-Management Council.",Environment - Energy
Beneficiaries: - Matters that are difficult for the Grievance Handling Committee to handle should be escalated to the Labor-Management Council for discussion.,Environment - Energy
All employees Matters difficult  to handle  Work-related grievance Grievance Handling Committee Labor-Management Council  ex) If the individual's grievance applies to  many or all workers  Junior Board ‘A council representing office workers.,Environment - Energy
"There are 8 Junior Boards throughout the corporate, which apply a process of listening to and resolving office worker grievances.",Environment - Energy
"Beneficiar ‘Each Junior Board has its own standards for grievance collection, handling and results sharing.",Environment - Energy
"eneniciaries:  Office workers  Work-related grievance Junior Board JB subcommittee or Council  Sexual Harassment - An organization that receives, investigates, takes follow-up and preventive actions for sexual harassment-related grievances or reports.",Environment - Energy
"Prevention Center - A virtual organization consisting of related departments cooperating with each other (Labor Management, Ethics Bureau, Legal, and Psychological Counseling Center, etc.)  Beneficiaries:  All employees  Sexual harassment-related grievance/report .",Environment - Energy
"nsultation, investigation Sexual Harassment Prevention Center Gonisulteats ° » Investigatlo : follow-up action, and prevention  Psychological - Provide psychological counseling for grievances arising from personal or work stress (counseling through remote video meeting or face-to-face meeting)  Counseling Center - There are 12 centers including Twin Tower, Seocho R&D Campus, Pyeongtaek Digital Park, Magok Science Park, Gumi Future Park, Changwon Smart Park and Gasan R&D Campus, etc.",Environment - Energy
Beneficiaries:  All employees  Personal/work-related stress Psychological Counseling Center Psychological counseling and psychological test  Request for  psychological  counselling   The LG Electronics Psychological Counseling Center is operated with the goal of realizing the value of work-life  balance and supporting employees’ psychological well-being.,Environment - Energy
We aim to help employees improve their value in the  workplace by enhancing their engagement in work through supporting their psychological stability.,Environment - Waste & Pollutants
The center is  operated in the form of an in-house psychological counseling center (based on our in-house model) to effectively  deal with concerns that arise from organizational life through an understanding of the organization.,Environment - Energy
"In addition to  programs to address various psychological difficulties and worries individuals experience in their daily lives, we also  conduct team programs for interpersonal relationships and communication, stress management, and consulting  activities for leadership to contribute to organizational revitalization and productivity improvement.",Environment - Waste & Pollutants
"Notably,  we promote work-life balance for employees by providing counseling for spouses or children of employees  and various family-related programs for employees and their families, reflecting the high prevalence of family-  related concerns.",Environment - Energy
"Recently, we have activated counseling via video so that employees and their families, as well  as overseas expatriates and their families, can conveniently access psychological counseling even during times of  working from home, overseas assignments, and leave of absence.",Environment - Energy
We operate psychological counseling centers at 12 of our business sites in Korea to help our employees resolve  the various concerns and psychological difficulties they face in their daily lives through counseling from experts”  with consulting capabilities.,Environment - Energy
"Each psychological counseling center operates a counseling program that meets  the needs of its employees based on the personnel composition, job function, and organizational culture of  each business site.",Environment - Energy
"The internal model and mixed/adjusted model counseling centers, except for the outsourced  counseling centers, discuss common tasks, develop and share programs, and conduct case studies through  monthly case meetings and semi-annual committees to maintain the identity of LG Electronics’ psychological  counseling centers and provide quality services.",Environment - Energy
"1) There are 2 psychological counselors in counseling centers located in Pyeongtaek Digital Park, Magok Science Park, Customer Value Innovation  Office and one counselor in each of the other centers.",Environment - Energy
